,ground_J=0,-J_term,M^2,N,J,Delta,ground,index
28672,-2.0000000000000013,-5.7142857142857135,1.0,10.0,0.5714285714285714,0.0,-7.714285714285714,1111111111
29696,-2.000000000000001,-5.918367346938775,1.0,10.0,0.5918367346938775,0.0,-7.918367346938775,1111111111
30720,-2.000000000000001,-6.122448979591836,1.0,10.0,0.6122448979591836,0.0,-8.122448979591837,0000000000
31744,-2.0000000000000004,-6.3265306122448965,1.0,10.0,0.6326530612244897,0.0,-8.326530612244897,1111111111
32768,-2.0000000000000004,-6.530612244897957,1.0,10.0,0.6530612244897959,0.0,-8.530612244897961,1111111111
33792,-2.0,-6.7346938775510194,1.0,10.0,0.6734693877551021,0.0,-8.734693877551019,1111111111
34816,-2.0000000000000004,-6.938775510204081,1.0,10.0,0.6938775510204082,0.0,-8.938775510204081,1111111111
35840,-2.0,-7.142857142857142,1.0,10.0,0.7142857142857142,0.0,-9.142857142857142,1111111111
36864,-2.0000000000000018,-7.3469387755102025,1.0,10.0,0.7346938775510203,0.0,-9.346938775510203,1111111111
37888,-2.000000000000001,-7.5510204081632635,1.0,10.0,0.7551020408163265,0.0,-9.551020408163264,1111111111
38912,-2.0,-7.755102040816326,1.0,10.0,0.7755102040816326,0.0,-9.755102040816324,1111111111
39936,-2.0,-7.959183673469387,1.0,10.0,0.7959183673469387,0.0,-9.959183673469388,1111111111
40960,-2.0000000000000013,-8.163265306122447,1.0,10.0,0.8163265306122448,0.0,-10.16326530612245,1111111111
41984,-2.000000000000001,-8.36734693877551,1.0,10.0,0.836734693877551,0.0,-10.367346938775512,1111111111
43008,-2.0000000000000018,-8.571428571428571,1.0,10.0,0.8571428571428571,0.0,-10.571428571428571,1111111111
44032,-2.0000000000000004,-8.775510204081634,1.0,10.0,0.8775510204081632,0.0,-10.775510204081634,1111111111
45056,-2.0,-8.979591836734693,1.0,10.0,0.8979591836734693,0.0,-10.979591836734693,1111111111
46080,-2.000000000000001,-9.183673469387754,1.0,10.0,0.9183673469387754,0.0,-11.183673469387756,0000000000
47104,-2.000000000000001,-9.387755102040817,1.0,10.0,0.9387755102040816,0.0,-11.387755102040815,0000000000
48128,-2.000000000000001,-9.591836734693876,1.0,10.0,0.9591836734693876,0.0,-11.591836734693878,1111111111
49152,-2.0000000000000004,-9.79591836734694,1.0,10.0,0.979591836734694,0.0,-11.79591836734694,1111111111
50176,-2.0000000000000018,-10.0,1.0,10.0,1.0,0.0,-12.000000000000002,0000000000
51200,-2.081632653061224,0.0,0.0,10.0,0.0,0.040816326530612235,-2.081632653061224,0101010101
52224,-2.0000000000000013,-0.2040816326530612,1.0,10.0,0.020408163265306117,0.040816326530612235,-2.2040816326530623,1111111111
53248,-2.000000000000001,-0.4081632653061224,1.0,10.0,0.040816326530612235,0.040816326530612235,-2.408163265306124,0000000000
54272,-2.0000000000000013,-0.6122448979591837,1.0,10.0,0.061224489795918366,0.040816326530612235,-2.612244897959185,0000000000
55296,-2.0000000000000004,-0.8163265306122448,1.0,10.0,0.08163265306122447,0.040816326530612235,-2.8163265306122454,1111111111
56320,-2.0000000000000004,-1.020408163265306,1.0,10.0,0.1020408163265306,0.040816326530612235,-3.0204081632653064,1111111111
57344,-2.000000000000001,-1.2244897959183674,1.0,10.0,0.12244897959183673,0.040816326530612235,-3.2244897959183683,0000000000
58368,-2.000000000000001,-1.4285714285714284,1.0,10.0,0.14285714285714285,0.040816326530612235,-3.4285714285714293,1111111111
59392,-2.000000000000001,-1.6326530612244896,1.0,10.0,0.16326530612244894,0.040816326530612235,-3.6326530612244903,0000000000
60416,-2.0000000000000013,-1.8367346938775508,1.0,10.0,0.18367346938775508,0.040816326530612235,-3.8367346938775517,0000000000
61440,-2.0,-2.040816326530612,1.0,10.0,0.2040816326530612,0.040816326530612235,-4.040816326530612,1111111111
62464,-2.0000000000000013,-2.2448979591836733,1.0,10.0,0.22448979591836726,0.040816326530612235,-4.244897959183675,0000000000
63488,-2.000000000000001,-2.4489795918367347,1.0,10.0,0.24489795918367346,0.040816326530612235,-4.4489795918367365,0000000000
64512,-2.0000000000000018,-2.653061224489796,1.0,10.0,0.26530612244897955,0.040816326530612235,-4.6530612244897975,1111111111
65536,-2.000000000000001,-2.8571428571428568,1.0,10.0,0.2857142857142857,0.040816326530612235,-4.8571428571428585,1111111111
66560,-2.0000000000000013,-3.0612244897959178,1.0,10.0,0.3061224489795918,0.040816326530612235,-5.061224489795919,1111111111
67584,-2.0000000000000018,-3.2653061224489783,1.0,10.0,0.32653061224489793,0.040816326530612235,-5.265306122448981,0000000000
68608,-2.000000000000002,-3.4693877551020407,1.0,10.0,0.3469387755102041,0.040816326530612235,-5.469387755102042,0000000000
69632,-2.0,-3.6734693877551017,1.0,10.0,0.36734693877551017,0.040816326530612235,-5.6734693877551035,1111111111
70656,-2.000000000000001,-3.877551020408163,1.0,10.0,0.3877551020408163,0.040816326530612235,-5.8775510204081645,1111111111
71680,-2.0,-4.081632653061224,1.0,10.0,0.4081632653061224,0.040816326530612235,-6.081632653061225,1111111111
72704,-2.0000000000000013,-4.285714285714286,1.0,10.0,0.42857142857142855,0.040816326530612235,-6.285714285714287,1111111111
73728,-2.000000000000001,-4.489795918367347,1.0,10.0,0.4489795918367345,0.040816326530612235,-6.489795918367348,0000000000
74752,-2.0000000000000004,-4.6938775510204085,1.0,10.0,0.4693877551020408,0.040816326530612235,-6.6938775510204085,1111111111
75776,-2.0000000000000013,-4.8979591836734695,1.0,10.0,0.4897959183673469,0.040816326530612235,-6.897959183673471,1111111111
76800,-2.0000000000000018,-5.1020408163265305,1.0,10.0,0.5102040816326531,0.040816326530612235,-7.102040816326532,1111111111
77824,-2.000000000000001,-5.306122448979592,1.0,10.0,0.5306122448979591,0.040816326530612235,-7.306122448979592,1111111111
78848,-2.0000000000000013,-5.5102040816326525,1.0,10.0,0.5510204081632653,0.040816326530612235,-7.510204081632653,1111111111
79872,-2.000000000000001,-5.7142857142857135,1.0,10.0,0.5714285714285714,0.040816326530612235,-7.7142857142857135,1111111111
80896,-2.000000000000001,-5.918367346938775,1.0,10.0,0.5918367346938775,0.040816326530612235,-7.918367346938775,0000000000
81920,-2.0000000000000004,-6.122448979591836,1.0,10.0,0.6122448979591836,0.040816326530612235,-8.122448979591836,1111111111
82944,-2.0,-6.3265306122448965,1.0,10.0,0.6326530612244897,0.040816326530612235,-8.326530612244897,1111111111
83968,-2.0,-6.530612244897957,1.0,10.0,0.6530612244897959,0.040816326530612235,-8.530612244897958,1111111111
84992,-2.0,-6.7346938775510194,1.0,10.0,0.6734693877551021,0.040816326530612235,-8.734693877551019,1111111111
86016,-2.0,-6.938775510204081,1.0,10.0,0.6938775510204082,0.040816326530612235,-8.938775510204081,1111111111
87040,-2.0000000000000013,-7.142857142857142,1.0,10.0,0.7142857142857142,0.040816326530612235,-9.142857142857146,0000000000
88064,-2.0,-7.3469387755102025,1.0,10.0,0.7346938775510203,0.040816326530612235,-9.346938775510203,1111111111
89088,-2.0000000000000027,-7.5510204081632635,1.0,10.0,0.7551020408163265,0.040816326530612235,-9.551020408163268,0000000000
90112,-2.0000000000000013,-7.755102040816326,1.0,10.0,0.7755102040816326,0.040816326530612235,-9.755102040816329,1111111111
91136,-2.0000000000000018,-7.959183673469387,1.0,10.0,0.7959183673469387,0.040816326530612235,-9.959183673469388,1111111111
92160,-2.0000000000000013,-8.163265306122447,1.0,10.0,0.8163265306122448,0.040816326530612235,-10.16326530612245,1111111111
93184,-2.0,-8.36734693877551,1.0,10.0,0.836734693877551,0.040816326530612235,-10.36734693877551,1111111111
94208,-2.000000000000001,-8.571428571428571,1.0,10.0,0.8571428571428571,0.040816326530612235,-10.571428571428571,1111111111
95232,-2.000000000000001,-8.775510204081634,1.0,10.0,0.8775510204081632,0.040816326530612235,-10.775510204081634,0000000000
96256,-2.0000000000000004,-8.979591836734693,1.0,10.0,0.8979591836734693,0.040816326530612235,-10.979591836734693,1111111111
97280,-2.0000000000000004,-9.183673469387754,1.0,10.0,0.9183673469387754,0.040816326530612235,-11.183673469387752,0000000000
98304,-2.0,-9.387755102040817,1.0,10.0,0.9387755102040816,0.040816326530612235,-11.387755102040815,1111111111
99328,-2.0,-9.591836734693876,1.0,10.0,0.9591836734693876,0.040816326530612235,-11.591836734693878,1111111111
100352,-2.0000000000000013,-9.79591836734694,1.0,10.0,0.979591836734694,0.040816326530612235,-11.79591836734694,1111111111
101376,-2.0000000000000004,-10.0,1.0,10.0,1.0,0.040816326530612235,-12.0,1111111111
102400,-2.1632653061224483,0.0,0.0,10.0,0.0,0.08163265306122447,-2.1632653061224483,1010101010
103424,-2.0000000000000004,-0.2040816326530612,1.0,10.0,0.020408163265306117,0.08163265306122447,-2.204081632653061,0000000000
104448,-2.0000000000000013,-0.4081632653061224,1.0,10.0,0.040816326530612235,0.08163265306122447,-2.4081632653061242,0000000000
105472,-2.0,-0.6122448979591837,1.0,10.0,0.061224489795918366,0.08163265306122447,-2.612244897959184,1111111111
106496,-2.0000000000000018,-0.8163265306122448,1.0,10.0,0.08163265306122447,0.08163265306122447,-2.8163265306122467,1111111111
107520,-2.0,-1.020408163265306,1.0,10.0,0.1020408163265306,0.08163265306122447,-3.0204081632653064,1111111111
108544,-2.0000000000000018,-1.2244897959183674,1.0,10.0,0.12244897959183673,0.08163265306122447,-3.2244897959183687,0000000000
109568,-2.0000000000000018,-1.4285714285714284,1.0,10.0,0.14285714285714285,0.08163265306122447,-3.4285714285714306,1111111111
110592,-2.0,-1.6326530612244896,1.0,10.0,0.16326530612244894,0.08163265306122447,-3.6326530612244903,1111111111
111616,-2.000000000000001,-1.8367346938775508,1.0,10.0,0.18367346938775508,0.08163265306122447,-3.836734693877552,0000000000
112640,-2.0,-2.040816326530612,1.0,10.0,0.2040816326530612,0.08163265306122447,-4.040816326530612,1111111111
113664,-2.000000000000001,-2.2448979591836733,1.0,10.0,0.22448979591836726,0.08163265306122447,-4.244897959183675,1111111111
114688,-2.0,-2.4489795918367347,1.0,10.0,0.24489795918367346,0.08163265306122447,-4.448979591836736,0000000000
115712,-2.0000000000000004,-2.653061224489796,1.0,10.0,0.26530612244897955,0.08163265306122447,-4.653061224489797,1111111111
116736,-2.0000000000000018,-2.8571428571428568,1.0,10.0,0.2857142857142857,0.08163265306122447,-4.8571428571428585,0000000000
117760,-2.0,-3.0612244897959178,1.0,10.0,0.3061224489795918,0.08163265306122447,-5.061224489795918,1111111111
118784,-2.0,-3.2653061224489783,1.0,10.0,0.32653061224489793,0.08163265306122447,-5.2653061224489806,1111111111
119808,-2.0000000000000004,-3.4693877551020407,1.0,10.0,0.3469387755102041,0.08163265306122447,-5.469387755102041,1111111111
120832,-2.0,-3.6734693877551017,1.0,10.0,0.36734693877551017,0.08163265306122447,-5.6734693877551035,1111111111
121856,-2.0000000000000004,-3.877551020408163,1.0,10.0,0.3877551020408163,0.08163265306122447,-5.8775510204081645,0000000000
122880,-2.0000000000000013,-4.081632653061224,1.0,10.0,0.4081632653061224,0.08163265306122447,-6.0816326530612255,0000000000
123904,-2.000000000000001,-4.285714285714286,1.0,10.0,0.42857142857142855,0.08163265306122447,-6.285714285714287,1111111111
124928,-2.0000000000000004,-4.489795918367347,1.0,10.0,0.4489795918367345,0.08163265306122447,-6.489795918367348,1111111111
125952,-2.000000000000001,-4.6938775510204085,1.0,10.0,0.4693877551020408,0.08163265306122447,-6.6938775510204085,1111111111
126976,-2.0000000000000013,-4.8979591836734695,1.0,10.0,0.4897959183673469,0.08163265306122447,-6.897959183673471,1111111111
128000,-2.000000000000001,-5.1020408163265305,1.0,10.0,0.5102040816326531,0.08163265306122447,-7.102040816326531,1111111111
129024,-2.000000000000002,-5.306122448979592,1.0,10.0,0.5306122448979591,0.08163265306122447,-7.306122448979592,0000000000
130048,-2.0000000000000004,-5.5102040816326525,1.0,10.0,0.5510204081632653,0.08163265306122447,-7.5102040816326525,0000000000
131072,-2.000000000000001,-5.7142857142857135,1.0,10.0,0.5714285714285714,0.08163265306122447,-7.7142857142857135,1111111111
132096,-2.000000000000001,-5.918367346938775,1.0,10.0,0.5918367346938775,0.08163265306122447,-7.918367346938775,1111111111
133120,-2.0000000000000013,-6.122448979591836,1.0,10.0,0.6122448979591836,0.08163265306122447,-8.122448979591837,1111111111
134144,-2.0000000000000004,-6.3265306122448965,1.0,10.0,0.6326530612244897,0.08163265306122447,-8.326530612244897,1111111111
135168,-2.000000000000001,-6.530612244897957,1.0,10.0,0.6530612244897959,0.08163265306122447,-8.530612244897961,1111111111
136192,-2.0,-6.7346938775510194,1.0,10.0,0.6734693877551021,0.08163265306122447,-8.734693877551019,1111111111
137216,-2.000000000000001,-6.938775510204081,1.0,10.0,0.6938775510204082,0.08163265306122447,-8.938775510204081,1111111111
138240,-2.0000000000000018,-7.142857142857142,1.0,10.0,0.7142857142857142,0.08163265306122447,-9.142857142857146,1111111111
139264,-2.000000000000001,-7.3469387755102025,1.0,10.0,0.7346938775510203,0.08163265306122447,-9.346938775510203,1111111111
140288,-2.0,-7.5510204081632635,1.0,10.0,0.7551020408163265,0.08163265306122447,-9.551020408163264,1111111111
141312,-2.0000000000000018,-7.755102040816326,1.0,10.0,0.7755102040816326,0.08163265306122447,-9.755102040816329,0000000000
142336,-2.0000000000000004,-7.959183673469387,1.0,10.0,0.7959183673469387,0.08163265306122447,-9.959183673469388,1111111111
143360,-2.0000000000000004,-8.163265306122447,1.0,10.0,0.8163265306122448,0.08163265306122447,-10.163265306122447,1111111111
144384,-2.0000000000000027,-8.36734693877551,1.0,10.0,0.836734693877551,0.08163265306122447,-10.367346938775512,1111111111
145408,-2.0000000000000018,-8.571428571428571,1.0,10.0,0.8571428571428571,0.08163265306122447,-10.571428571428571,1111111111
146432,-2.000000000000002,-8.775510204081634,1.0,10.0,0.8775510204081632,0.08163265306122447,-10.775510204081634,1111111111
147456,-2.0000000000000013,-8.979591836734693,1.0,10.0,0.8979591836734693,0.08163265306122447,-10.979591836734695,1111111111
148480,-2.000000000000001,-9.183673469387754,1.0,10.0,0.9183673469387754,0.08163265306122447,-11.183673469387756,1111111111
149504,-2.0000000000000018,-9.387755102040817,1.0,10.0,0.9387755102040816,0.08163265306122447,-11.387755102040815,1111111111
150528,-2.0000000000000013,-9.591836734693876,1.0,10.0,0.9591836734693876,0.08163265306122447,-11.59183673469388,0000000000
151552,-2.0,-9.79591836734694,1.0,10.0,0.979591836734694,0.08163265306122447,-11.79591836734694,1111111111
152576,-2.0,-10.0,1.0,10.0,1.0,0.08163265306122447,-12.0,1111111111
153600,-2.244897959183674,0.0,0.0,10.0,0.0,0.12244897959183673,-2.244897959183674,0101010101
154624,-2.0000000000000004,-0.2040816326530612,1.0,10.0,0.020408163265306117,0.12244897959183673,-2.204081632653061,1111111111
155648,-2.0,-0.4081632653061224,1.0,10.0,0.040816326530612235,0.12244897959183673,-2.4081632653061225,1111111111
156672,-2.0000000000000018,-0.6122448979591837,1.0,10.0,0.061224489795918366,0.12244897959183673,-2.6122448979591857,1111111111
157696,-2.0000000000000004,-0.8163265306122448,1.0,10.0,0.08163265306122447,0.12244897959183673,-2.8163265306122454,1111111111
158720,-2.000000000000001,-1.020408163265306,1.0,10.0,0.1020408163265306,0.12244897959183673,-3.0204081632653064,0000000000
159744,-2.0000000000000004,-1.2244897959183674,1.0,10.0,0.12244897959183673,0.12244897959183673,-3.2244897959183683,1111111111
160768,-2.0000000000000013,-1.4285714285714284,1.0,10.0,0.14285714285714285,0.12244897959183673,-3.4285714285714297,1111111111
161792,-2.0,-1.6326530612244896,1.0,10.0,0.16326530612244894,0.12244897959183673,-3.6326530612244894,0000000000
162817,-2.0,-1.8367346938775508,1.0,10.0,0.18367346938775508,0.12244897959183673,-3.8367346938775517,1111111111
163840,-2.000000000000001,-2.040816326530612,1.0,10.0,0.2040816326530612,0.12244897959183673,-4.040816326530614,0000000000
164864,-2.0000000000000018,-2.2448979591836733,1.0,10.0,0.22448979591836726,0.12244897959183673,-4.244897959183675,0000000000
165888,-2.0000000000000004,-2.4489795918367347,1.0,10.0,0.24489795918367346,0.12244897959183673,-4.4489795918367365,1111111111
166912,-2.000000000000003,-2.653061224489796,1.0,10.0,0.26530612244897955,0.12244897959183673,-4.6530612244897975,1111111111
167936,-2.0000000000000004,-2.8571428571428568,1.0,10.0,0.2857142857142857,0.12244897959183673,-4.8571428571428585,1111111111
168960,-2.0,-3.0612244897959178,1.0,10.0,0.3061224489795918,0.12244897959183673,-5.061224489795918,1111111111
169984,-2.000000000000001,-3.2653061224489783,1.0,10.0,0.32653061224489793,0.12244897959183673,-5.2653061224489806,1111111111
171008,-2.0000000000000018,-3.4693877551020407,1.0,10.0,0.3469387755102041,0.12244897959183673,-5.469387755102042,0000000000
172032,-2.0,-3.6734693877551017,1.0,10.0,0.36734693877551017,0.12244897959183673,-5.6734693877551035,1111111111
173056,-2.0000000000000013,-3.877551020408163,1.0,10.0,0.3877551020408163,0.12244897959183673,-5.8775510204081645,0000000000
174080,-2.0,-4.081632653061224,1.0,10.0,0.4081632653061224,0.12244897959183673,-6.081632653061225,1111111111
175104,-2.0000000000000004,-4.285714285714286,1.0,10.0,0.42857142857142855,0.12244897959183673,-6.285714285714287,0000000000
176128,-2.0000000000000004,-4.489795918367347,1.0,10.0,0.4489795918367345,0.12244897959183673,-6.489795918367348,1111111111
177152,-2.0000000000000004,-4.6938775510204085,1.0,10.0,0.4693877551020408,0.12244897959183673,-6.6938775510204085,0000000000
178176,-2.0000000000000018,-4.8979591836734695,1.0,10.0,0.4897959183673469,0.12244897959183673,-6.897959183673471,0000000000
179200,-2.0000000000000027,-5.1020408163265305,1.0,10.0,0.5102040816326531,0.12244897959183673,-7.102040816326532,0000000000
180224,-2.0000000000000013,-5.306122448979592,1.0,10.0,0.5306122448979591,0.12244897959183673,-7.306122448979592,1111111111
181248,-2.000000000000001,-5.5102040816326525,1.0,10.0,0.5510204081632653,0.12244897959183673,-7.5102040816326525,0000000000
182272,-2.0000000000000004,-5.7142857142857135,1.0,10.0,0.5714285714285714,0.12244897959183673,-7.7142857142857135,1111111111
183296,-2.0000000000000013,-5.918367346938775,1.0,10.0,0.5918367346938775,0.12244897959183673,-7.918367346938775,1111111111
184320,-2.0000000000000018,-6.122448979591836,1.0,10.0,0.6122448979591836,0.12244897959183673,-8.122448979591837,0000000000
185344,-2.000000000000002,-6.3265306122448965,1.0,10.0,0.6326530612244897,0.12244897959183673,-8.3265306122449,0000000000
186368,-2.0000000000000004,-6.530612244897957,1.0,10.0,0.6530612244897959,0.12244897959183673,-8.530612244897961,1111111111
187392,-2.0,-6.7346938775510194,1.0,10.0,0.6734693877551021,0.12244897959183673,-8.734693877551019,1111111111
188416,-1.9999999999999996,-6.938775510204081,1.0,10.0,0.6938775510204082,0.12244897959183673,-8.938775510204081,1111111111
189440,-2.000000000000001,-7.142857142857142,1.0,10.0,0.7142857142857142,0.12244897959183673,-9.142857142857142,1111111111
190464,-2.0000000000000004,-7.3469387755102025,1.0,10.0,0.7346938775510203,0.12244897959183673,-9.346938775510203,1111111111
191488,-2.0000000000000004,-7.5510204081632635,1.0,10.0,0.7551020408163265,0.12244897959183673,-9.551020408163264,1111111111
192512,-2.0000000000000013,-7.755102040816326,1.0,10.0,0.7755102040816326,0.12244897959183673,-9.755102040816329,1111111111
193536,-2.0,-7.959183673469387,1.0,10.0,0.7959183673469387,0.12244897959183673,-9.959183673469388,1111111111
194560,-2.0,-8.163265306122447,1.0,10.0,0.8163265306122448,0.12244897959183673,-10.163265306122447,1111111111
195584,-2.000000000000001,-8.36734693877551,1.0,10.0,0.836734693877551,0.12244897959183673,-10.367346938775512,1111111111
196608,-2.000000000000001,-8.571428571428571,1.0,10.0,0.8571428571428571,0.12244897959183673,-10.571428571428571,1111111111
197632,-2.0000000000000004,-8.775510204081634,1.0,10.0,0.8775510204081632,0.12244897959183673,-10.775510204081634,1111111111
198656,-2.0000000000000004,-8.979591836734693,1.0,10.0,0.8979591836734693,0.12244897959183673,-10.979591836734693,1111111111
199680,-2.0,-9.183673469387754,1.0,10.0,0.9183673469387754,0.12244897959183673,-11.183673469387752,1111111111
200704,-2.0,-9.387755102040817,1.0,10.0,0.9387755102040816,0.12244897959183673,-11.387755102040815,1111111111
201728,-2.000000000000001,-9.591836734693876,1.0,10.0,0.9591836734693876,0.12244897959183673,-11.591836734693878,1111111111
202752,-2.0000000000000018,-9.79591836734694,1.0,10.0,0.979591836734694,0.12244897959183673,-11.79591836734694,1111111111
203776,-2.0,-10.0,1.0,10.0,1.0,0.12244897959183673,-12.0,1111111111
204800,-2.3265306122448983,0.0,0.0,10.0,0.0,0.16326530612244894,-2.3265306122448983,1010101010
205824,-2.181736179306965,-0.040816326530612235,0.3600000000000001,10.0,0.020408163265306117,0.16326530612244894,-2.222552505837577,1111101011
206849,-2.0000000000000013,-0.4081632653061224,1.0,10.0,0.040816326530612235,0.16326530612244894,-2.4081632653061242,1111111111
207872,-2.0000000000000018,-0.6122448979591837,1.0,10.0,0.061224489795918366,0.16326530612244894,-2.6122448979591857,1111111111
208896,-2.000000000000001,-0.8163265306122448,1.0,10.0,0.08163265306122447,0.16326530612244894,-2.816326530612246,0000000000
209920,-2.000000000000001,-1.020408163265306,1.0,10.0,0.1020408163265306,0.16326530612244894,-3.0204081632653064,0000000000
210944,-2.0000000000000004,-1.2244897959183674,1.0,10.0,0.12244897959183673,0.16326530612244894,-3.2244897959183683,1111111111
211968,-2.000000000000004,-1.4285714285714284,1.0,10.0,0.14285714285714285,0.16326530612244894,-3.4285714285714315,1111111111
212992,-2.0000000000000013,-1.6326530612244896,1.0,10.0,0.16326530612244894,0.16326530612244894,-3.6326530612244903,0000000000
214016,-2.0000000000000013,-1.8367346938775508,1.0,10.0,0.18367346938775508,0.16326530612244894,-3.8367346938775517,1111111111
215040,-2.000000000000003,-2.040816326530612,1.0,10.0,0.2040816326530612,0.16326530612244894,-4.040816326530615,1111111111
216064,-2.0000000000000013,-2.2448979591836733,1.0,10.0,0.22448979591836726,0.16326530612244894,-4.244897959183675,1111111111
217088,-2.0000000000000004,-2.4489795918367347,1.0,10.0,0.24489795918367346,0.16326530612244894,-4.4489795918367365,1111111111
218112,-2.000000000000002,-2.653061224489796,1.0,10.0,0.26530612244897955,0.16326530612244894,-4.6530612244897975,1111111111
219136,-2.0000000000000013,-2.8571428571428568,1.0,10.0,0.2857142857142857,0.16326530612244894,-4.8571428571428585,1111111111
220160,-2.0000000000000004,-3.0612244897959178,1.0,10.0,0.3061224489795918,0.16326530612244894,-5.061224489795919,1111111111
221184,-2.000000000000001,-3.2653061224489783,1.0,10.0,0.32653061224489793,0.16326530612244894,-5.2653061224489806,1111111111
222208,-2.000000000000001,-3.4693877551020407,1.0,10.0,0.3469387755102041,0.16326530612244894,-5.469387755102042,0000000000
223232,-2.0000000000000004,-3.6734693877551017,1.0,10.0,0.36734693877551017,0.16326530612244894,-5.6734693877551035,1111111111
224256,-2.000000000000001,-3.877551020408163,1.0,10.0,0.3877551020408163,0.16326530612244894,-5.8775510204081645,0000000000
225280,-2.0000000000000013,-4.081632653061224,1.0,10.0,0.4081632653061224,0.16326530612244894,-6.0816326530612255,0000000000
226304,-2.0000000000000004,-4.285714285714286,1.0,10.0,0.42857142857142855,0.16326530612244894,-6.285714285714287,1111111111
227328,-2.000000000000001,-4.489795918367347,1.0,10.0,0.4489795918367345,0.16326530612244894,-6.489795918367348,0000000000
228352,-2.0000000000000004,-4.6938775510204085,1.0,10.0,0.4693877551020408,0.16326530612244894,-6.6938775510204085,1111111111
229376,-2.0000000000000013,-4.8979591836734695,1.0,10.0,0.4897959183673469,0.16326530612244894,-6.897959183673471,1111111111
230400,-2.000000000000001,-5.1020408163265305,1.0,10.0,0.5102040816326531,0.16326530612244894,-7.102040816326531,0000000000
231424,-2.0,-5.306122448979592,1.0,10.0,0.5306122448979591,0.16326530612244894,-7.306122448979591,1111111111
232448,-2.000000000000001,-5.5102040816326525,1.0,10.0,0.5510204081632653,0.16326530612244894,-7.5102040816326525,1111111111
233472,-2.000000000000001,-5.7142857142857135,1.0,10.0,0.5714285714285714,0.16326530612244894,-7.7142857142857135,1111111111
234496,-2.0000000000000013,-5.918367346938775,1.0,10.0,0.5918367346938775,0.16326530612244894,-7.918367346938775,1111111111
235520,-2.0000000000000018,-6.122448979591836,1.0,10.0,0.6122448979591836,0.16326530612244894,-8.122448979591837,1111111111
236544,-2.0000000000000004,-6.3265306122448965,1.0,10.0,0.6326530612244897,0.16326530612244894,-8.326530612244897,1111111111
