,ground_J=0,-J_term,M^2,N,J,Delta,ground,index
20480,-2.0000000000000004,-4.897959183673469,1.0,8.0,0.6122448979591836,0.040816326530612235,-6.8979591836734695,11111111
20736,-2.0000000000000018,-5.061224489795918,1.0,8.0,0.6326530612244897,0.040816326530612235,-7.06122448979592,11111111
20992,-2.0,-5.224489795918367,1.0,8.0,0.6530612244897959,0.040816326530612235,-7.224489795918367,00000000
21248,-2.0000000000000004,-5.387755102040817,1.0,8.0,0.6734693877551021,0.040816326530612235,-7.387755102040818,11111111
21504,-2.000000000000001,-5.551020408163265,1.0,8.0,0.6938775510204082,0.040816326530612235,-7.551020408163266,00000000
21760,-2.0,-5.7142857142857135,1.0,8.0,0.7142857142857142,0.040816326530612235,-7.7142857142857135,11111111
22016,-2.0000000000000004,-5.877551020408162,1.0,8.0,0.7346938775510203,0.040816326530612235,-7.877551020408162,11111111
22272,-2.0,-6.040816326530613,1.0,8.0,0.7551020408163265,0.040816326530612235,-8.040816326530612,11111111
22528,-2.0,-6.204081632653061,1.0,8.0,0.7755102040816326,0.040816326530612235,-8.204081632653061,11111111
22784,-2.0,-6.367346938775508,1.0,8.0,0.7959183673469387,0.040816326530612235,-8.367346938775508,11111111
23040,-2.0,-6.530612244897957,1.0,8.0,0.8163265306122448,0.040816326530612235,-8.530612244897958,11111111
23296,-2.000000000000001,-6.693877551020408,1.0,8.0,0.836734693877551,0.040816326530612235,-8.693877551020408,11111111
23552,-2.0,-6.857142857142858,1.0,8.0,0.8571428571428571,0.040816326530612235,-8.857142857142858,11111111
23808,-2.0000000000000018,-7.020408163265307,1.0,8.0,0.8775510204081632,0.040816326530612235,-9.020408163265307,00000000
24064,-2.0,-7.183673469387754,1.0,8.0,0.8979591836734693,0.040816326530612235,-9.183673469387754,11111111
24320,-2.000000000000001,-7.3469387755102025,1.0,8.0,0.9183673469387754,0.040816326530612235,-9.346938775510203,11111111
24576,-2.000000000000001,-7.5102040816326525,1.0,8.0,0.9387755102040816,0.040816326530612235,-9.510204081632654,11111111
24832,-2.0,-7.6734693877551035,1.0,8.0,0.9591836734693876,0.040816326530612235,-9.673469387755102,11111111
25088,-2.0,-7.83673469387755,1.0,8.0,0.979591836734694,0.040816326530612235,-9.83673469387755,11111111
25344,-2.0,-8.0,1.0,8.0,1.0,0.040816326530612235,-10.0,11111111
25600,-2.163265306122449,0.0,0.0,8.0,0.0,0.08163265306122447,-2.163265306122449,01010101
25856,-2.0000000000000004,-0.16326530612244894,1.0,8.0,0.020408163265306117,0.08163265306122447,-2.1632653061224496,11111111
26112,-2.000000000000001,-0.32653061224489793,1.0,8.0,0.040816326530612235,0.08163265306122447,-2.3265306122448988,11111111
26368,-2.0,-0.4897959183673469,1.0,8.0,0.061224489795918366,0.08163265306122447,-2.489795918367347,11111111
26624,-2.0000000000000004,-0.6530612244897959,1.0,8.0,0.08163265306122447,0.08163265306122447,-2.6530612244897958,11111111
26880,-2.000000000000001,-0.8163265306122448,1.0,8.0,0.1020408163265306,0.08163265306122447,-2.816326530612246,00000000
27136,-2.000000000000001,-0.979591836734694,1.0,8.0,0.12244897959183673,0.08163265306122447,-2.979591836734695,00000000
27392,-2.0000000000000018,-1.1428571428571428,1.0,8.0,0.14285714285714285,0.08163265306122447,-3.142857142857145,00000000
27648,-2.000000000000001,-1.3061224489795915,1.0,8.0,0.16326530612244894,0.08163265306122447,-3.3061224489795924,11111111
27904,-2.000000000000001,-1.469387755102041,1.0,8.0,0.18367346938775508,0.08163265306122447,-3.4693877551020416,00000000
28160,-2.0,-1.6326530612244896,1.0,8.0,0.2040816326530612,0.08163265306122447,-3.6326530612244903,00000000
28416,-2.000000000000003,-1.7959183673469383,1.0,8.0,0.22448979591836726,0.08163265306122447,-3.7959183673469417,11111111
28672,-2.000000000000001,-1.959183673469388,1.0,8.0,0.24489795918367346,0.08163265306122447,-3.9591836734693886,11111111
28928,-2.0000000000000004,-2.1224489795918364,1.0,8.0,0.26530612244897955,0.08163265306122447,-4.122448979591837,00000000
29184,-2.0000000000000013,-2.2857142857142856,1.0,8.0,0.2857142857142857,0.08163265306122447,-4.285714285714287,11111111
29440,-2.000000000000001,-2.4489795918367343,1.0,8.0,0.3061224489795918,0.08163265306122447,-4.4489795918367365,11111111
29696,-2.000000000000001,-2.6122448979591835,1.0,8.0,0.32653061224489793,0.08163265306122447,-4.612244897959185,00000000
29952,-2.0,-2.7755102040816326,1.0,8.0,0.3469387755102041,0.08163265306122447,-4.775510204081632,11111111
30208,-2.000000000000001,-2.9387755102040813,1.0,8.0,0.36734693877551017,0.08163265306122447,-4.938775510204082,00000000
30464,-2.0,-3.1020408163265305,1.0,8.0,0.3877551020408163,0.08163265306122447,-5.1020408163265305,11111111
30720,-2.0000000000000004,-3.2653061224489783,1.0,8.0,0.4081632653061224,0.08163265306122447,-5.2653061224489806,11111111
30976,-2.000000000000001,-3.4285714285714284,1.0,8.0,0.42857142857142855,0.08163265306122447,-5.428571428571429,11111111
31232,-2.000000000000001,-3.591836734693877,1.0,8.0,0.4489795918367345,0.08163265306122447,-5.591836734693878,11111111
31488,-2.0,-3.7551020408163263,1.0,8.0,0.4693877551020408,0.08163265306122447,-5.755102040816326,11111111
31744,-2.000000000000001,-3.918367346938776,1.0,8.0,0.4897959183673469,0.08163265306122447,-5.918367346938775,11111111
32000,-2.0000000000000013,-4.081632653061225,1.0,8.0,0.5102040816326531,0.08163265306122447,-6.0816326530612255,00000000
32256,-2.000000000000001,-4.244897959183673,1.0,8.0,0.5306122448979591,0.08163265306122447,-6.244897959183674,11111111
32512,-2.0000000000000013,-4.408163265306122,1.0,8.0,0.5510204081632653,0.08163265306122447,-6.408163265306124,11111111
32768,-2.0000000000000004,-4.571428571428571,1.0,8.0,0.5714285714285714,0.08163265306122447,-6.571428571428571,11111111
33024,-2.000000000000001,-4.7346938775510194,1.0,8.0,0.5918367346938775,0.08163265306122447,-6.734693877551021,11111111
33280,-2.0000000000000018,-4.897959183673469,1.0,8.0,0.6122448979591836,0.08163265306122447,-6.89795918367347,11111111
33536,-2.0,-5.061224489795918,1.0,8.0,0.6326530612244897,0.08163265306122447,-7.061224489795919,11111111
33792,-2.0000000000000018,-5.224489795918367,1.0,8.0,0.6530612244897959,0.08163265306122447,-7.22448979591837,11111111
34048,-2.0000000000000004,-5.387755102040817,1.0,8.0,0.6734693877551021,0.08163265306122447,-7.387755102040818,11111111
34304,-2.0000000000000004,-5.551020408163265,1.0,8.0,0.6938775510204082,0.08163265306122447,-7.551020408163266,00000000
34560,-2.000000000000001,-5.7142857142857135,1.0,8.0,0.7142857142857142,0.08163265306122447,-7.7142857142857135,00000000
34816,-2.000000000000001,-5.877551020408162,1.0,8.0,0.7346938775510203,0.08163265306122447,-7.8775510204081645,11111111
35072,-2.0000000000000018,-6.040816326530613,1.0,8.0,0.7551020408163265,0.08163265306122447,-8.040816326530612,11111111
35328,-2.0,-6.204081632653061,1.0,8.0,0.7755102040816326,0.08163265306122447,-8.204081632653061,11111111
35584,-2.0000000000000004,-6.367346938775508,1.0,8.0,0.7959183673469387,0.08163265306122447,-8.36734693877551,00000000
35840,-2.0000000000000004,-6.530612244897957,1.0,8.0,0.8163265306122448,0.08163265306122447,-8.530612244897961,11111111
36096,-2.000000000000001,-6.693877551020408,1.0,8.0,0.836734693877551,0.08163265306122447,-8.693877551020408,11111111
36352,-2.0000000000000027,-6.857142857142858,1.0,8.0,0.8571428571428571,0.08163265306122447,-8.85714285714286,00000000
36608,-2.0000000000000004,-7.020408163265307,1.0,8.0,0.8775510204081632,0.08163265306122447,-9.020408163265307,00000000
36864,-2.000000000000001,-7.183673469387754,1.0,8.0,0.8979591836734693,0.08163265306122447,-9.183673469387756,00000000
37120,-2.0,-7.3469387755102025,1.0,8.0,0.9183673469387754,0.08163265306122447,-9.346938775510203,11111111
37376,-2.0,-7.5102040816326525,1.0,8.0,0.9387755102040816,0.08163265306122447,-9.510204081632653,11111111
37632,-2.000000000000001,-7.6734693877551035,1.0,8.0,0.9591836734693876,0.08163265306122447,-9.673469387755102,11111111
37888,-2.0,-7.83673469387755,1.0,8.0,0.979591836734694,0.08163265306122447,-9.83673469387755,11111111
38144,-2.000000000000001,-8.0,1.0,8.0,1.0,0.08163265306122447,-10.0,11111111
38400,-2.2448979591836737,0.0,0.0,8.0,0.0,0.12244897959183673,-2.2448979591836737,10101010
38656,-2.0000000000000004,-0.16326530612244894,1.0,8.0,0.020408163265306117,0.12244897959183673,-2.1632653061224496,11111111
38912,-2.000000000000001,-0.32653061224489793,1.0,8.0,0.040816326530612235,0.12244897959183673,-2.3265306122448988,00000000
39168,-2.0000000000000018,-0.4897959183673469,1.0,8.0,0.061224489795918366,0.12244897959183673,-2.4897959183673493,11111111
39424,-2.000000000000001,-0.6530612244897959,1.0,8.0,0.08163265306122447,0.12244897959183673,-2.6530612244897966,11111111
39680,-2.0000000000000004,-0.8163265306122448,1.0,8.0,0.1020408163265306,0.12244897959183673,-2.8163265306122454,11111111
39936,-2.0000000000000004,-0.979591836734694,1.0,8.0,0.12244897959183673,0.12244897959183673,-2.9795918367346936,11111111
40192,-2.0000000000000004,-1.1428571428571428,1.0,8.0,0.14285714285714285,0.12244897959183673,-3.1428571428571432,11111111
40448,-2.0000000000000004,-1.3061224489795915,1.0,8.0,0.16326530612244894,0.12244897959183673,-3.3061224489795924,11111111
40704,-2.0000000000000004,-1.469387755102041,1.0,8.0,0.18367346938775508,0.12244897959183673,-3.4693877551020407,00000000
40960,-2.000000000000001,-1.6326530612244896,1.0,8.0,0.2040816326530612,0.12244897959183673,-3.6326530612244903,00000000
41216,-2.000000000000001,-1.7959183673469383,1.0,8.0,0.22448979591836726,0.12244897959183673,-3.795918367346939,11111111
41472,-2.000000000000001,-1.959183673469388,1.0,8.0,0.24489795918367346,0.12244897959183673,-3.9591836734693886,00000000
41728,-2.000000000000001,-2.1224489795918364,1.0,8.0,0.26530612244897955,0.12244897959183673,-4.122448979591837,11111111
41984,-2.0000000000000004,-2.2857142857142856,1.0,8.0,0.2857142857142857,0.12244897959183673,-4.285714285714287,00000000
42240,-2.0000000000000004,-2.4489795918367343,1.0,8.0,0.3061224489795918,0.12244897959183673,-4.448979591836736,11111111
42496,-2.000000000000001,-2.6122448979591835,1.0,8.0,0.32653061224489793,0.12244897959183673,-4.612244897959185,11111111
42752,-2.0000000000000004,-2.7755102040816326,1.0,8.0,0.3469387755102041,0.12244897959183673,-4.775510204081633,00000000
43008,-2.000000000000002,-2.9387755102040813,1.0,8.0,0.36734693877551017,0.12244897959183673,-4.938775510204083,11111111
43264,-2.000000000000001,-3.1020408163265305,1.0,8.0,0.3877551020408163,0.12244897959183673,-5.102040816326531,00000000
43520,-2.000000000000002,-3.2653061224489783,1.0,8.0,0.4081632653061224,0.12244897959183673,-5.265306122448981,00000000
43776,-2.0000000000000018,-3.4285714285714284,1.0,8.0,0.42857142857142855,0.12244897959183673,-5.4285714285714315,11111111
44032,-2.0000000000000013,-3.591836734693877,1.0,8.0,0.4489795918367345,0.12244897959183673,-5.591836734693878,11111111
44288,-2.0000000000000004,-3.7551020408163263,1.0,8.0,0.4693877551020408,0.12244897959183673,-5.755102040816327,11111111
44544,-2.000000000000001,-3.918367346938776,1.0,8.0,0.4897959183673469,0.12244897959183673,-5.918367346938775,00000000
44800,-2.0000000000000004,-4.081632653061225,1.0,8.0,0.5102040816326531,0.12244897959183673,-6.0816326530612255,11111111
45056,-2.0000000000000018,-4.244897959183673,1.0,8.0,0.5306122448979591,0.12244897959183673,-6.244897959183675,11111111
45312,-2.0000000000000013,-4.408163265306122,1.0,8.0,0.5510204081632653,0.12244897959183673,-6.408163265306124,00000000
45568,-2.000000000000001,-4.571428571428571,1.0,8.0,0.5714285714285714,0.12244897959183673,-6.571428571428572,00000000
45824,-2.0,-4.7346938775510194,1.0,8.0,0.5918367346938775,0.12244897959183673,-6.7346938775510194,11111111
46080,-2.000000000000001,-4.897959183673469,1.0,8.0,0.6122448979591836,0.12244897959183673,-6.8979591836734695,11111111
46336,-1.9999999999999991,-5.061224489795918,1.0,8.0,0.6326530612244897,0.12244897959183673,-7.061224489795919,11111111
46592,-2.0000000000000004,-5.224489795918367,1.0,8.0,0.6530612244897959,0.12244897959183673,-7.224489795918367,11111111
46848,-2.0000000000000013,-5.387755102040817,1.0,8.0,0.6734693877551021,0.12244897959183673,-7.387755102040818,00000000
47104,-2.0000000000000004,-5.551020408163265,1.0,8.0,0.6938775510204082,0.12244897959183673,-7.551020408163266,11111111
47360,-2.000000000000001,-5.7142857142857135,1.0,8.0,0.7142857142857142,0.12244897959183673,-7.7142857142857135,00000000
47616,-2.0000000000000004,-5.877551020408162,1.0,8.0,0.7346938775510203,0.12244897959183673,-7.877551020408162,11111111
47872,-2.0000000000000018,-6.040816326530613,1.0,8.0,0.7551020408163265,0.12244897959183673,-8.040816326530612,11111111
48128,-2.0000000000000004,-6.204081632653061,1.0,8.0,0.7755102040816326,0.12244897959183673,-8.204081632653061,11111111
48384,-2.0000000000000004,-6.367346938775508,1.0,8.0,0.7959183673469387,0.12244897959183673,-8.36734693877551,11111111
48640,-2.0000000000000004,-6.530612244897957,1.0,8.0,0.8163265306122448,0.12244897959183673,-8.530612244897961,11111111
48896,-2.000000000000001,-6.693877551020408,1.0,8.0,0.836734693877551,0.12244897959183673,-8.693877551020408,00000000
49152,-2.0000000000000004,-6.857142857142858,1.0,8.0,0.8571428571428571,0.12244897959183673,-8.857142857142858,11111111
49408,-2.0,-7.020408163265307,1.0,8.0,0.8775510204081632,0.12244897959183673,-9.020408163265305,11111111
49664,-2.0000000000000013,-7.183673469387754,1.0,8.0,0.8979591836734693,0.12244897959183673,-9.183673469387756,11111111
49920,-2.0,-7.3469387755102025,1.0,8.0,0.9183673469387754,0.12244897959183673,-9.346938775510203,11111111
50176,-2.0000000000000013,-7.5102040816326525,1.0,8.0,0.9387755102040816,0.12244897959183673,-9.510204081632654,11111111
50432,-2.0,-7.6734693877551035,1.0,8.0,0.9591836734693876,0.12244897959183673,-9.673469387755102,11111111
50688,-2.0,-7.83673469387755,1.0,8.0,0.979591836734694,0.12244897959183673,-9.83673469387755,11111111
50944,-2.0000000000000004,-8.0,1.0,8.0,1.0,0.12244897959183673,-10.0,11111111
51200,-2.3265306122448988,0.0,0.0,8.0,0.0,0.16326530612244894,-2.3265306122448988,10101010
51456,-2.1977553949899042,-0.0,0.25,8.0,0.020408163265306117,0.16326530612244894,-2.1977553949899042,00001010
51712,-2.0000000000000013,-0.32653061224489793,1.0,8.0,0.040816326530612235,0.16326530612244894,-2.3265306122448988,00000000
51968,-2.0,-0.4897959183673469,1.0,8.0,0.061224489795918366,0.16326530612244894,-2.489795918367347,00000000
52224,-2.0000000000000018,-0.6530612244897959,1.0,8.0,0.08163265306122447,0.16326530612244894,-2.653061224489797,00000000
52480,-2.0000000000000013,-0.8163265306122448,1.0,8.0,0.1020408163265306,0.16326530612244894,-2.8163265306122462,00000000
52736,-2.0000000000000013,-0.979591836734694,1.0,8.0,0.12244897959183673,0.16326530612244894,-2.979591836734695,00000000
52992,-2.000000000000001,-1.1428571428571428,1.0,8.0,0.14285714285714285,0.16326530612244894,-3.142857142857144,00000000
53248,-2.0000000000000013,-1.3061224489795915,1.0,8.0,0.16326530612244894,0.16326530612244894,-3.3061224489795933,11111111
53504,-2.000000000000002,-1.469387755102041,1.0,8.0,0.18367346938775508,0.16326530612244894,-3.4693877551020433,11111111
53760,-2.0000000000000013,-1.6326530612244896,1.0,8.0,0.2040816326530612,0.16326530612244894,-3.6326530612244903,11111111
54016,-2.000000000000001,-1.7959183673469383,1.0,8.0,0.22448979591836726,0.16326530612244894,-3.795918367346939,00000000
54272,-2.0000000000000004,-1.959183673469388,1.0,8.0,0.24489795918367346,0.16326530612244894,-3.9591836734693877,00000000
54528,-2.000000000000001,-2.1224489795918364,1.0,8.0,0.26530612244897955,0.16326530612244894,-4.122448979591837,11111111
54784,-2.0,-2.2857142857142856,1.0,8.0,0.2857142857142857,0.16326530612244894,-4.285714285714286,11111111
55040,-2.000000000000001,-2.4489795918367343,1.0,8.0,0.3061224489795918,0.16326530612244894,-4.4489795918367365,00000000
55296,-2.0,-2.6122448979591835,1.0,8.0,0.32653061224489793,0.16326530612244894,-4.612244897959183,11111111
55552,-2.0000000000000013,-2.7755102040816326,1.0,8.0,0.3469387755102041,0.16326530612244894,-4.775510204081634,00000000
55808,-2.000000000000001,-2.9387755102040813,1.0,8.0,0.36734693877551017,0.16326530612244894,-4.938775510204082,00000000
56064,-2.0,-3.1020408163265305,1.0,8.0,0.3877551020408163,0.16326530612244894,-5.1020408163265305,11111111
56320,-2.0000000000000018,-3.2653061224489783,1.0,8.0,0.4081632653061224,0.16326530612244894,-5.265306122448981,00000000
56576,-2.0,-3.4285714285714284,1.0,8.0,0.42857142857142855,0.16326530612244894,-5.428571428571429,11111111
56832,-2.0000000000000018,-3.591836734693877,1.0,8.0,0.4489795918367345,0.16326530612244894,-5.591836734693879,00000000
57088,-2.000000000000001,-3.7551020408163263,1.0,8.0,0.4693877551020408,0.16326530612244894,-5.755102040816327,11111111
57344,-2.0,-3.918367346938776,1.0,8.0,0.4897959183673469,0.16326530612244894,-5.918367346938775,11111111
57600,-2.0000000000000013,-4.081632653061225,1.0,8.0,0.5102040816326531,0.16326530612244894,-6.0816326530612255,00000000
57856,-2.0000000000000013,-4.244897959183673,1.0,8.0,0.5306122448979591,0.16326530612244894,-6.244897959183675,11111111
58112,-2.0000000000000018,-4.408163265306122,1.0,8.0,0.5510204081632653,0.16326530612244894,-6.408163265306124,00000000
58368,-2.000000000000001,-4.571428571428571,1.0,8.0,0.5714285714285714,0.16326530612244894,-6.571428571428572,11111111
58624,-2.0000000000000018,-4.7346938775510194,1.0,8.0,0.5918367346938775,0.16326530612244894,-6.734693877551023,11111111
58880,-2.0000000000000004,-4.897959183673469,1.0,8.0,0.6122448979591836,0.16326530612244894,-6.8979591836734695,11111111
59136,-2.000000000000001,-5.061224489795918,1.0,8.0,0.6326530612244897,0.16326530612244894,-7.061224489795919,11111111
59392,-2.0000000000000004,-5.224489795918367,1.0,8.0,0.6530612244897959,0.16326530612244894,-7.224489795918367,11111111
59648,-2.0000000000000013,-5.387755102040817,1.0,8.0,0.6734693877551021,0.16326530612244894,-7.387755102040818,11111111
59904,-2.0000000000000018,-5.551020408163265,1.0,8.0,0.6938775510204082,0.16326530612244894,-7.551020408163267,00000000
60160,-2.000000000000001,-5.7142857142857135,1.0,8.0,0.7142857142857142,0.16326530612244894,-7.7142857142857135,11111111
