,ground_J=0,-J_term,M^2,N,J,Delta,ground,index
6016,-2.0000000000000004,-6.7142857142857135,1.0,7.0,0.9591836734693876,0.0,-8.714285714285714,1111111
6144,-2.000000000000001,-6.857142857142858,1.0,7.0,0.979591836734694,0.0,-8.857142857142858,1111111
6272,-2.000000000000001,-7.0,1.0,7.0,1.0,0.0,-9.0,1111111
6400,-2.0238782769544073,0.0,0.020408163265306117,7.0,0.0,0.040816326530612235,-2.0238782769544073,0101001
6528,-2.0000000000000027,-0.14285714285714285,1.0,7.0,0.020408163265306117,0.040816326530612235,-2.142857142857145,0000000
6656,-2.0000000000000004,-0.2857142857142857,1.0,7.0,0.040816326530612235,0.040816326530612235,-2.2857142857142865,1111111
6784,-2.0000000000000004,-0.42857142857142855,1.0,7.0,0.061224489795918366,0.040816326530612235,-2.4285714285714293,0000000
6912,-2.0000000000000004,-0.5714285714285714,1.0,7.0,0.08163265306122447,0.040816326530612235,-2.5714285714285716,0000000
7040,-2.000000000000001,-0.7142857142857142,1.0,7.0,0.1020408163265306,0.040816326530612235,-2.7142857142857157,1111111
7168,-2.0000000000000004,-0.8571428571428571,1.0,7.0,0.12244897959183673,0.040816326530612235,-2.8571428571428577,0000000
7296,-2.0,-1.0,1.0,7.0,0.14285714285714285,0.040816326530612235,-3.0,1111111
7424,-2.0,-1.1428571428571428,1.0,7.0,0.16326530612244894,0.040816326530612235,-3.1428571428571432,0000000
7552,-2.0,-1.2857142857142856,1.0,7.0,0.18367346938775508,0.040816326530612235,-3.2857142857142856,1111111
7680,-2.0,-1.4285714285714284,1.0,7.0,0.2040816326530612,0.040816326530612235,-3.4285714285714284,1111111
7808,-2.0000000000000004,-1.5714285714285712,1.0,7.0,0.22448979591836726,0.040816326530612235,-3.571428571428572,1111111
7936,-2.0000000000000004,-1.7142857142857142,1.0,7.0,0.24489795918367346,0.040816326530612235,-3.7142857142857135,1111111
8064,-2.0000000000000013,-1.8571428571428568,1.0,7.0,0.26530612244897955,0.040816326530612235,-3.857142857142858,0000000
8192,-2.0000000000000004,-2.0,1.0,7.0,0.2857142857142857,0.040816326530612235,-4.0,0000000
8320,-2.000000000000001,-2.1428571428571423,1.0,7.0,0.3061224489795918,0.040816326530612235,-4.142857142857143,1111111
8448,-2.0000000000000004,-2.2857142857142856,1.0,7.0,0.32653061224489793,0.040816326530612235,-4.285714285714287,1111111
8576,-2.0,-2.4285714285714284,1.0,7.0,0.3469387755102041,0.040816326530612235,-4.428571428571427,1111111
8704,-2.0,-2.5714285714285707,1.0,7.0,0.36734693877551017,0.040816326530612235,-4.571428571428571,1111111
8832,-2.000000000000001,-2.7142857142857144,1.0,7.0,0.3877551020408163,0.040816326530612235,-4.714285714285714,1111111
8960,-2.0,-2.8571428571428568,1.0,7.0,0.4081632653061224,0.040816326530612235,-4.857142857142857,0000000
9088,-1.9999999999999991,-3.0,1.0,7.0,0.42857142857142855,0.040816326530612235,-4.999999999999999,1111111
9216,-2.0,-3.1428571428571423,1.0,7.0,0.4489795918367345,0.040816326530612235,-5.1428571428571415,0000000
9344,-2.0,-3.2857142857142856,1.0,7.0,0.4693877551020408,0.040816326530612235,-5.285714285714286,1111111
9472,-2.0,-3.4285714285714284,1.0,7.0,0.4897959183673469,0.040816326530612235,-5.428571428571429,0000000
9600,-2.0,-3.571428571428572,1.0,7.0,0.5102040816326531,0.040816326530612235,-5.571428571428571,1111111
9728,-2.0,-3.7142857142857135,1.0,7.0,0.5306122448979591,0.040816326530612235,-5.7142857142857135,1111111
9856,-2.0,-3.8571428571428568,1.0,7.0,0.5510204081632653,0.040816326530612235,-5.857142857142858,0000000
9984,-2.0,-4.0,1.0,7.0,0.5714285714285714,0.040816326530612235,-6.0,1111111
10112,-1.9999999999999991,-4.142857142857142,1.0,7.0,0.5918367346938775,0.040816326530612235,-6.1428571428571415,1111111
10240,-2.0000000000000004,-4.285714285714286,1.0,7.0,0.6122448979591836,0.040816326530612235,-6.285714285714286,1111111
10368,-2.000000000000001,-4.428571428571427,1.0,7.0,0.6326530612244897,0.040816326530612235,-6.428571428571429,1111111
10496,-2.0,-4.571428571428571,1.0,7.0,0.6530612244897959,0.040816326530612235,-6.571428571428571,1111111
10624,-2.000000000000001,-4.714285714285714,1.0,7.0,0.6734693877551021,0.040816326530612235,-6.714285714285714,0000000
10752,-2.000000000000001,-4.857142857142857,1.0,7.0,0.6938775510204082,0.040816326530612235,-6.857142857142858,1111111
10880,-2.000000000000001,-4.999999999999999,1.0,7.0,0.7142857142857142,0.040816326530612235,-7.0,1111111
11008,-2.0,-5.1428571428571415,1.0,7.0,0.7346938775510203,0.040816326530612235,-7.142857142857142,1111111
11136,-2.0,-5.285714285714286,1.0,7.0,0.7551020408163265,0.040816326530612235,-7.2857142857142865,1111111
11264,-2.0000000000000004,-5.428571428571429,1.0,7.0,0.7755102040816326,0.040816326530612235,-7.428571428571429,1111111
11392,-2.0000000000000004,-5.571428571428571,1.0,7.0,0.7959183673469387,0.040816326530612235,-7.571428571428571,1111111
11520,-2.0,-5.7142857142857135,1.0,7.0,0.8163265306122448,0.040816326530612235,-7.7142857142857135,1111111
11648,-2.000000000000001,-5.857142857142858,1.0,7.0,0.836734693877551,0.040816326530612235,-7.857142857142858,1111111
11776,-2.0000000000000004,-6.0,1.0,7.0,0.8571428571428571,0.040816326530612235,-8.0,1111111
11904,-2.0,-6.142857142857142,1.0,7.0,0.8775510204081632,0.040816326530612235,-8.142857142857142,0000000
12032,-2.0,-6.285714285714286,1.0,7.0,0.8979591836734693,0.040816326530612235,-8.285714285714285,1111111
12160,-1.999999999999999,-6.428571428571428,1.0,7.0,0.9183673469387754,0.040816326530612235,-8.428571428571429,1111111
12288,-2.0000000000000013,-6.571428571428571,1.0,7.0,0.9387755102040816,0.040816326530612235,-8.571428571428571,0000000
12416,-2.0,-6.7142857142857135,1.0,7.0,0.9591836734693876,0.040816326530612235,-8.714285714285714,0000000
12544,-2.0,-6.857142857142858,1.0,7.0,0.979591836734694,0.040816326530612235,-8.857142857142858,0000000
12672,-2.0,-7.0,1.0,7.0,1.0,0.040816326530612235,-9.0,1111111
12800,-2.0775125020297875,0.0,0.020408163265306117,7.0,0.0,0.08163265306122447,-2.0775125020297875,0101101
12928,-2.0,-0.14285714285714285,1.0,7.0,0.020408163265306117,0.08163265306122447,-2.142857142857143,0000000
13056,-2.000000000000001,-0.2857142857142857,1.0,7.0,0.040816326530612235,0.08163265306122447,-2.2857142857142865,1111111
13184,-2.0,-0.42857142857142855,1.0,7.0,0.061224489795918366,0.08163265306122447,-2.4285714285714284,0000000
13312,-2.0000000000000013,-0.5714285714285714,1.0,7.0,0.08163265306122447,0.08163265306122447,-2.571428571428573,0000000
13440,-2.0,-0.7142857142857142,1.0,7.0,0.1020408163265306,0.08163265306122447,-2.7142857142857144,1111111
13568,-2.000000000000001,-0.8571428571428571,1.0,7.0,0.12244897959183673,0.08163265306122447,-2.857142857142858,1111111
13696,-2.0000000000000018,-1.0,1.0,7.0,0.14285714285714285,0.08163265306122447,-3.0000000000000018,0000000
13824,-2.0,-1.1428571428571428,1.0,7.0,0.16326530612244894,0.08163265306122447,-3.1428571428571423,1111111
13952,-2.0,-1.2857142857142856,1.0,7.0,0.18367346938775508,0.08163265306122447,-3.2857142857142856,1111111
14080,-2.0000000000000004,-1.4285714285714284,1.0,7.0,0.2040816326530612,0.08163265306122447,-3.428571428571429,1111111
14208,-2.0,-1.5714285714285712,1.0,7.0,0.22448979591836726,0.08163265306122447,-3.571428571428571,1111111
14336,-2.000000000000001,-1.7142857142857142,1.0,7.0,0.24489795918367346,0.08163265306122447,-3.7142857142857153,1111111
14464,-2.0,-1.8571428571428568,1.0,7.0,0.26530612244897955,0.08163265306122447,-3.8571428571428568,0000000
14592,-2.0000000000000004,-2.0,1.0,7.0,0.2857142857142857,0.08163265306122447,-4.0,0000000
14720,-2.0,-2.1428571428571423,1.0,7.0,0.3061224489795918,0.08163265306122447,-4.142857142857142,1111111
14848,-1.9999999999999996,-2.2857142857142856,1.0,7.0,0.32653061224489793,0.08163265306122447,-4.285714285714286,1111111
14976,-2.0,-2.4285714285714284,1.0,7.0,0.3469387755102041,0.08163265306122447,-4.428571428571429,1111111
15104,-2.0,-2.5714285714285707,1.0,7.0,0.36734693877551017,0.08163265306122447,-4.571428571428571,0000000
15232,-2.0000000000000004,-2.7142857142857144,1.0,7.0,0.3877551020408163,0.08163265306122447,-4.714285714285714,1111111
15360,-2.0000000000000004,-2.8571428571428568,1.0,7.0,0.4081632653061224,0.08163265306122447,-4.8571428571428585,1111111
15488,-1.999999999999999,-3.0,1.0,7.0,0.42857142857142855,0.08163265306122447,-4.999999999999998,1111111
15616,-2.0000000000000018,-3.1428571428571423,1.0,7.0,0.4489795918367345,0.08163265306122447,-5.142857142857143,0000000
15744,-2.0000000000000018,-3.2857142857142856,1.0,7.0,0.4693877551020408,0.08163265306122447,-5.285714285714287,1111111
15872,-2.0,-3.4285714285714284,1.0,7.0,0.4897959183673469,0.08163265306122447,-5.428571428571428,0000000
16000,-2.0,-3.571428571428572,1.0,7.0,0.5102040816326531,0.08163265306122447,-5.571428571428571,0000000
16128,-2.000000000000001,-3.7142857142857135,1.0,7.0,0.5306122448979591,0.08163265306122447,-5.7142857142857135,0000000
16256,-2.000000000000001,-3.8571428571428568,1.0,7.0,0.5510204081632653,0.08163265306122447,-5.857142857142858,0000000
16384,-2.0,-4.0,1.0,7.0,0.5714285714285714,0.08163265306122447,-6.0,1111111
16512,-2.0,-4.142857142857142,1.0,7.0,0.5918367346938775,0.08163265306122447,-6.142857142857142,0000000
16640,-2.0,-4.285714285714286,1.0,7.0,0.6122448979591836,0.08163265306122447,-6.285714285714286,1111111
16768,-2.0,-4.428571428571427,1.0,7.0,0.6326530612244897,0.08163265306122447,-6.428571428571428,0000000
16896,-2.000000000000001,-4.571428571428571,1.0,7.0,0.6530612244897959,0.08163265306122447,-6.571428571428572,1111111
17024,-1.9999999999999996,-4.714285714285714,1.0,7.0,0.6734693877551021,0.08163265306122447,-6.7142857142857135,1111111
17152,-2.0,-4.857142857142857,1.0,7.0,0.6938775510204082,0.08163265306122447,-6.857142857142858,1111111
17280,-2.0,-4.999999999999999,1.0,7.0,0.7142857142857142,0.08163265306122447,-6.999999999999999,1111111
17408,-2.0000000000000013,-5.1428571428571415,1.0,7.0,0.7346938775510203,0.08163265306122447,-7.142857142857144,1111111
17536,-2.000000000000001,-5.285714285714286,1.0,7.0,0.7551020408163265,0.08163265306122447,-7.2857142857142865,1111111
17664,-2.0000000000000004,-5.428571428571429,1.0,7.0,0.7755102040816326,0.08163265306122447,-7.428571428571429,1111111
17792,-2.0000000000000004,-5.571428571428571,1.0,7.0,0.7959183673469387,0.08163265306122447,-7.571428571428571,1111111
17920,-2.000000000000001,-5.7142857142857135,1.0,7.0,0.8163265306122448,0.08163265306122447,-7.7142857142857135,1111111
18048,-2.0000000000000004,-5.857142857142858,1.0,7.0,0.836734693877551,0.08163265306122447,-7.857142857142858,0000000
18176,-2.000000000000001,-6.0,1.0,7.0,0.8571428571428571,0.08163265306122447,-8.0,1111111
18304,-1.9999999999999996,-6.142857142857142,1.0,7.0,0.8775510204081632,0.08163265306122447,-8.142857142857142,1111111
18432,-2.0000000000000013,-6.285714285714286,1.0,7.0,0.8979591836734693,0.08163265306122447,-8.285714285714286,0000000
18560,-2.0000000000000013,-6.428571428571428,1.0,7.0,0.9183673469387754,0.08163265306122447,-8.428571428571429,1111111
18688,-2.0000000000000013,-6.571428571428571,1.0,7.0,0.9387755102040816,0.08163265306122447,-8.571428571428571,0000000
18816,-2.0,-6.7142857142857135,1.0,7.0,0.9591836734693876,0.08163265306122447,-8.714285714285714,1111111
18944,-2.000000000000001,-6.857142857142858,1.0,7.0,0.979591836734694,0.08163265306122447,-8.857142857142858,0000000
19072,-2.0,-7.0,1.0,7.0,1.0,0.08163265306122447,-9.0,1111111
19200,-2.1423127933864805,0.0,0.020408163265306117,7.0,0.0,0.12244897959183673,-2.1423127933864805,1011010
19328,-2.0000000000000018,-0.14285714285714285,1.0,7.0,0.020408163265306117,0.12244897959183673,-2.142857142857145,1111111
19456,-2.0000000000000004,-0.2857142857142857,1.0,7.0,0.040816326530612235,0.12244897959183673,-2.2857142857142865,1111111
19584,-2.000000000000001,-0.42857142857142855,1.0,7.0,0.061224489795918366,0.12244897959183673,-2.4285714285714293,1111111
19712,-2.0,-0.5714285714285714,1.0,7.0,0.08163265306122447,0.12244897959183673,-2.5714285714285707,1111111
19840,-2.0,-0.7142857142857142,1.0,7.0,0.1020408163265306,0.12244897959183673,-2.714285714285714,1111111
19968,-2.0,-0.8571428571428571,1.0,7.0,0.12244897959183673,0.12244897959183673,-2.8571428571428568,0000000
20096,-2.0,-1.0,1.0,7.0,0.14285714285714285,0.12244897959183673,-3.0,1111111
20224,-2.0000000000000013,-1.1428571428571428,1.0,7.0,0.16326530612244894,0.12244897959183673,-3.1428571428571432,1111111
20352,-2.0000000000000004,-1.2857142857142856,1.0,7.0,0.18367346938775508,0.12244897959183673,-3.285714285714286,1111111
20480,-2.000000000000001,-1.4285714285714284,1.0,7.0,0.2040816326530612,0.12244897959183673,-3.4285714285714293,0000000
20608,-2.0,-1.5714285714285712,1.0,7.0,0.22448979591836726,0.12244897959183673,-3.5714285714285707,1111111
20736,-2.0,-1.7142857142857142,1.0,7.0,0.24489795918367346,0.12244897959183673,-3.7142857142857135,0000000
20864,-2.0000000000000004,-1.8571428571428568,1.0,7.0,0.26530612244897955,0.12244897959183673,-3.8571428571428568,0000000
20992,-2.0000000000000004,-2.0,1.0,7.0,0.2857142857142857,0.12244897959183673,-4.0,1111111
21120,-2.0000000000000013,-2.1428571428571423,1.0,7.0,0.3061224489795918,0.12244897959183673,-4.142857142857143,0000000
21248,-2.0,-2.2857142857142856,1.0,7.0,0.32653061224489793,0.12244897959183673,-4.285714285714286,1111111
21376,-2.0,-2.4285714285714284,1.0,7.0,0.3469387755102041,0.12244897959183673,-4.428571428571429,1111111
21504,-2.0000000000000004,-2.5714285714285707,1.0,7.0,0.36734693877551017,0.12244897959183673,-4.571428571428571,0000000
21632,-2.0,-2.7142857142857144,1.0,7.0,0.3877551020408163,0.12244897959183673,-4.714285714285714,1111111
21760,-1.9999999999999996,-2.8571428571428568,1.0,7.0,0.4081632653061224,0.12244897959183673,-4.857142857142857,0000000
21888,-2.000000000000001,-3.0,1.0,7.0,0.42857142857142855,0.12244897959183673,-5.000000000000001,0000000
22016,-2.0,-3.1428571428571423,1.0,7.0,0.4489795918367345,0.12244897959183673,-5.1428571428571415,1111111
22144,-2.0,-3.2857142857142856,1.0,7.0,0.4693877551020408,0.12244897959183673,-5.285714285714286,1111111
22272,-2.0000000000000004,-3.4285714285714284,1.0,7.0,0.4897959183673469,0.12244897959183673,-5.428571428571429,1111111
22400,-2.0000000000000004,-3.571428571428572,1.0,7.0,0.5102040816326531,0.12244897959183673,-5.571428571428572,1111111
22528,-2.0,-3.7142857142857135,1.0,7.0,0.5306122448979591,0.12244897959183673,-5.7142857142857135,1111111
22656,-1.9999999999999991,-3.8571428571428568,1.0,7.0,0.5510204081632653,0.12244897959183673,-5.857142857142856,1111111
22784,-2.000000000000002,-4.0,1.0,7.0,0.5714285714285714,0.12244897959183673,-6.000000000000003,1111111
22912,-2.0,-4.142857142857142,1.0,7.0,0.5918367346938775,0.12244897959183673,-6.142857142857142,0000000
23040,-2.0000000000000004,-4.285714285714286,1.0,7.0,0.6122448979591836,0.12244897959183673,-6.285714285714286,1111111
23168,-2.0,-4.428571428571427,1.0,7.0,0.6326530612244897,0.12244897959183673,-6.428571428571428,1111111
23296,-2.0000000000000018,-4.571428571428571,1.0,7.0,0.6530612244897959,0.12244897959183673,-6.571428571428572,0000000
23424,-2.000000000000001,-4.714285714285714,1.0,7.0,0.6734693877551021,0.12244897959183673,-6.714285714285714,1111111
23552,-2.0000000000000004,-4.857142857142857,1.0,7.0,0.6938775510204082,0.12244897959183673,-6.857142857142858,1111111
23680,-2.000000000000001,-4.999999999999999,1.0,7.0,0.7142857142857142,0.12244897959183673,-7.0,1111111
23808,-2.0,-5.1428571428571415,1.0,7.0,0.7346938775510203,0.12244897959183673,-7.142857142857142,1111111
23936,-2.0,-5.285714285714286,1.0,7.0,0.7551020408163265,0.12244897959183673,-7.2857142857142865,1111111
24064,-2.0,-5.428571428571429,1.0,7.0,0.7755102040816326,0.12244897959183673,-7.428571428571429,1111111
24192,-2.0,-5.571428571428571,1.0,7.0,0.7959183673469387,0.12244897959183673,-7.571428571428571,1111111
24320,-2.0,-5.7142857142857135,1.0,7.0,0.8163265306122448,0.12244897959183673,-7.7142857142857135,1111111
24448,-2.0,-5.857142857142858,1.0,7.0,0.836734693877551,0.12244897959183673,-7.857142857142858,1111111
24576,-2.0000000000000018,-6.0,1.0,7.0,0.8571428571428571,0.12244897959183673,-8.000000000000002,1111111
24704,-1.9999999999999991,-6.142857142857142,1.0,7.0,0.8775510204081632,0.12244897959183673,-8.142857142857139,1111111
24832,-2.0000000000000004,-6.285714285714286,1.0,7.0,0.8979591836734693,0.12244897959183673,-8.285714285714285,1111111
24960,-1.9999999999999991,-6.428571428571428,1.0,7.0,0.9183673469387754,0.12244897959183673,-8.428571428571429,1111111
25088,-2.0000000000000013,-6.571428571428571,1.0,7.0,0.9387755102040816,0.12244897959183673,-8.571428571428571,0000000
25216,-2.0000000000000004,-6.7142857142857135,1.0,7.0,0.9591836734693876,0.12244897959183673,-8.714285714285714,1111111
25344,-2.000000000000001,-6.857142857142858,1.0,7.0,0.979591836734694,0.12244897959183673,-8.857142857142858,1111111
25472,-2.0,-7.0,1.0,7.0,1.0,0.12244897959183673,-9.0,1111111
25600,-2.211673156335537,0.0,0.020408163265306117,7.0,0.0,0.16326530612244894,-2.211673156335537,1011010
25728,-2.1653347755750345,0.020408163265306117,0.18367346938775508,7.0,0.020408163265306117,0.16326530612244894,-2.1449266123097286,1010000
25856,-2.0000000000000013,-0.2857142857142857,1.0,7.0,0.040816326530612235,0.16326530612244894,-2.2857142857142874,1111111
25984,-2.0,-0.42857142857142855,1.0,7.0,0.061224489795918366,0.16326530612244894,-2.4285714285714284,1111111
26112,-2.0000000000000004,-0.5714285714285714,1.0,7.0,0.08163265306122447,0.16326530612244894,-2.5714285714285716,1111111
26240,-2.0000000000000018,-0.7142857142857142,1.0,7.0,0.1020408163265306,0.16326530612244894,-2.7142857142857157,0000000
26368,-2.0,-0.8571428571428571,1.0,7.0,0.12244897959183673,0.16326530612244894,-2.8571428571428568,1111111
26496,-2.0000000000000004,-1.0,1.0,7.0,0.14285714285714285,0.16326530612244894,-3.0000000000000004,0000000
26624,-2.000000000000001,-1.1428571428571428,1.0,7.0,0.16326530612244894,0.16326530612244894,-3.142857142857144,0000000
26752,-2.0,-1.2857142857142856,1.0,7.0,0.18367346938775508,0.16326530612244894,-3.2857142857142856,1111111
26880,-2.0000000000000013,-1.4285714285714284,1.0,7.0,0.2040816326530612,0.16326530612244894,-3.4285714285714297,1111111
27008,-2.0000000000000004,-1.5714285714285712,1.0,7.0,0.22448979591836726,0.16326530612244894,-3.571428571428572,0000000
27136,-2.0,-1.7142857142857142,1.0,7.0,0.24489795918367346,0.16326530612244894,-3.7142857142857135,0000000
27264,-2.0,-1.8571428571428568,1.0,7.0,0.26530612244897955,0.16326530612244894,-3.8571428571428568,0000000
27392,-2.0000000000000013,-2.0,1.0,7.0,0.2857142857142857,0.16326530612244894,-4.000000000000002,0000000
27520,-2.0,-2.1428571428571423,1.0,7.0,0.3061224489795918,0.16326530612244894,-4.142857142857142,0000000
27648,-2.0,-2.2857142857142856,1.0,7.0,0.32653061224489793,0.16326530612244894,-4.285714285714286,1111111
27776,-2.0,-2.4285714285714284,1.0,7.0,0.3469387755102041,0.16326530612244894,-4.428571428571429,1111111
27904,-1.9999999999999991,-2.5714285714285707,1.0,7.0,0.36734693877551017,0.16326530612244894,-4.57142857142857,1111111
28032,-1.999999999999999,-2.7142857142857144,1.0,7.0,0.3877551020408163,0.16326530612244894,-4.7142857142857135,1111111
28160,-2.0,-2.8571428571428568,1.0,7.0,0.4081632653061224,0.16326530612244894,-4.857142857142857,1111111
28288,-2.000000000000001,-3.0,1.0,7.0,0.42857142857142855,0.16326530612244894,-5.000000000000001,1111111
28416,-2.0,-3.1428571428571423,1.0,7.0,0.4489795918367345,0.16326530612244894,-5.1428571428571415,0000000
28544,-2.000000000000001,-3.2857142857142856,1.0,7.0,0.4693877551020408,0.16326530612244894,-5.285714285714287,0000000
28672,-2.0000000000000004,-3.4285714285714284,1.0,7.0,0.4897959183673469,0.16326530612244894,-5.428571428571429,1111111
28800,-2.000000000000001,-3.571428571428572,1.0,7.0,0.5102040816326531,0.16326530612244894,-5.571428571428573,1111111
28928,-2.000000000000001,-3.7142857142857135,1.0,7.0,0.5306122448979591,0.16326530612244894,-5.7142857142857135,1111111
29056,-2.0000000000000027,-3.8571428571428568,1.0,7.0,0.5510204081632653,0.16326530612244894,-5.8571428571428585,0000000
29184,-2.0000000000000018,-4.0,1.0,7.0,0.5714285714285714,0.16326530612244894,-6.000000000000003,0000000
29312,-2.0,-4.142857142857142,1.0,7.0,0.5918367346938775,0.16326530612244894,-6.142857142857142,1111111
29440,-2.000000000000001,-4.285714285714286,1.0,7.0,0.6122448979591836,0.16326530612244894,-6.2857142857142865,1111111
29568,-2.0000000000000013,-4.428571428571427,1.0,7.0,0.6326530612244897,0.16326530612244894,-6.428571428571429,1111111
29696,-2.0,-4.571428571428571,1.0,7.0,0.6530612244897959,0.16326530612244894,-6.571428571428571,1111111
29824,-2.000000000000002,-4.714285714285714,1.0,7.0,0.6734693877551021,0.16326530612244894,-6.714285714285718,1111111
29952,-1.9999999999999991,-4.857142857142857,1.0,7.0,0.6938775510204082,0.16326530612244894,-6.857142857142856,1111111
30080,-2.0000000000000004,-4.999999999999999,1.0,7.0,0.7142857142857142,0.16326530612244894,-7.0,1111111
30208,-2.0,-5.1428571428571415,1.0,7.0,0.7346938775510203,0.16326530612244894,-7.142857142857142,1111111
30336,-2.0,-5.285714285714286,1.0,7.0,0.7551020408163265,0.16326530612244894,-7.2857142857142865,1111111
30464,-2.0,-5.428571428571429,1.0,7.0,0.7755102040816326,0.16326530612244894,-7.428571428571429,1111111
30592,-2.0,-5.571428571428571,1.0,7.0,0.7959183673469387,0.16326530612244894,-7.571428571428571,0000000
30720,-2.0000000000000018,-5.7142857142857135,1.0,7.0,0.8163265306122448,0.16326530612244894,-7.714285714285714,0000000
30848,-2.0,-5.857142857142858,1.0,7.0,0.836734693877551,0.16326530612244894,-7.857142857142858,1111111
