,ground_J=0,-J_term,M^2,N,J,Delta,ground,index
365056,-2.0000000000000004,-2.387755102040816,1.0,9.0,0.26530612244897955,0.5714285714285714,-4.387755102040817,111111111
365568,-2.0,-2.5714285714285707,1.0,9.0,0.2857142857142857,0.5714285714285714,-4.571428571428571,111111111
366080,-2.0,-2.7551020408163263,1.0,9.0,0.3061224489795918,0.5714285714285714,-4.755102040816326,111111111
366592,-2.000000000000001,-2.9387755102040813,1.0,9.0,0.32653061224489793,0.5714285714285714,-4.938775510204082,000000000
367104,-2.0000000000000004,-3.122448979591837,1.0,9.0,0.3469387755102041,0.5714285714285714,-5.122448979591837,111111111
367616,-2.0000000000000013,-3.3061224489795915,1.0,9.0,0.36734693877551017,0.5714285714285714,-5.306122448979593,111111111
368128,-2.0000000000000004,-3.4897959183673466,1.0,9.0,0.3877551020408163,0.5714285714285714,-5.489795918367348,111111111
368640,-2.000000000000001,-3.6734693877551017,1.0,9.0,0.4081632653061224,0.5714285714285714,-5.6734693877551035,000000000
369152,-2.0000000000000004,-3.8571428571428568,1.0,9.0,0.42857142857142855,0.5714285714285714,-5.857142857142858,111111111
369664,-2.0000000000000013,-4.040816326530612,1.0,9.0,0.4489795918367345,0.5714285714285714,-6.040816326530613,111111111
370176,-2.0000000000000004,-4.224489795918367,1.0,9.0,0.4693877551020408,0.5714285714285714,-6.224489795918367,000000000
370688,-2.0000000000000013,-4.408163265306122,1.0,9.0,0.4897959183673469,0.5714285714285714,-6.408163265306124,111111111
371200,-2.0000000000000013,-4.591836734693878,1.0,9.0,0.5102040816326531,0.5714285714285714,-6.59183673469388,111111111
371712,-2.0,-4.775510204081632,1.0,9.0,0.5306122448979591,0.5714285714285714,-6.775510204081633,111111111
372224,-2.0,-4.959183673469386,1.0,9.0,0.5510204081632653,0.5714285714285714,-6.959183673469387,111111111
372736,-2.0000000000000004,-5.1428571428571415,1.0,9.0,0.5714285714285714,0.5714285714285714,-7.142857142857142,111111111
373248,-2.0,-5.326530612244898,1.0,9.0,0.5918367346938775,0.5714285714285714,-7.3265306122448965,000000000
373760,-2.000000000000001,-5.5102040816326525,1.0,9.0,0.6122448979591836,0.5714285714285714,-7.5102040816326525,111111111
374272,-2.0000000000000004,-5.693877551020408,1.0,9.0,0.6326530612244897,0.5714285714285714,-7.693877551020408,000000000
374784,-2.0000000000000004,-5.877551020408162,1.0,9.0,0.6530612244897959,0.5714285714285714,-7.877551020408162,111111111
375296,-2.0000000000000004,-6.061224489795919,1.0,9.0,0.6734693877551021,0.5714285714285714,-8.061224489795919,111111111
375808,-2.0,-6.244897959183674,1.0,9.0,0.6938775510204082,0.5714285714285714,-8.244897959183673,111111111
376320,-2.0,-6.428571428571428,1.0,9.0,0.7142857142857142,0.5714285714285714,-8.428571428571429,111111111
376832,-2.0,-6.612244897959182,1.0,9.0,0.7346938775510203,0.5714285714285714,-8.612244897959183,111111111
377344,-1.9999999999999991,-6.795918367346937,1.0,9.0,0.7551020408163265,0.5714285714285714,-8.795918367346937,111111111
377856,-2.000000000000001,-6.979591836734692,1.0,9.0,0.7755102040816326,0.5714285714285714,-8.979591836734695,000000000
378368,-2.0,-7.163265306122447,1.0,9.0,0.7959183673469387,0.5714285714285714,-9.163265306122447,111111111
378880,-2.0,-7.3469387755102025,1.0,9.0,0.8163265306122448,0.5714285714285714,-9.346938775510203,111111111
379392,-2.0000000000000004,-7.530612244897957,1.0,9.0,0.836734693877551,0.5714285714285714,-9.530612244897961,111111111
379904,-2.0,-7.7142857142857135,1.0,9.0,0.8571428571428571,0.5714285714285714,-9.714285714285714,111111111
380416,-2.000000000000001,-7.897959183673469,1.0,9.0,0.8775510204081632,0.5714285714285714,-9.897959183673473,111111111
380928,-2.0000000000000018,-8.081632653061224,1.0,9.0,0.8979591836734693,0.5714285714285714,-10.081632653061224,111111111
381440,-2.0,-8.265306122448981,1.0,9.0,0.9183673469387754,0.5714285714285714,-10.265306122448981,111111111
381952,-2.0,-8.448979591836734,1.0,9.0,0.9387755102040816,0.5714285714285714,-10.448979591836734,111111111
382464,-2.0,-8.63265306122449,1.0,9.0,0.9591836734693876,0.5714285714285714,-10.63265306122449,111111111
382976,-2.0,-8.816326530612244,1.0,9.0,0.979591836734694,0.5714285714285714,-10.816326530612244,000000000
383488,-2.0,-9.0,1.0,9.0,1.0,0.5714285714285714,-11.0,111111111
384000,-3.095331100861109,0.0,0.012345679012345678,9.0,0.0,0.6122448979591836,-3.095331100861109,101010101
384512,-3.0337442619620583,0.061224489795918366,0.1111111111111111,9.0,0.020408163265306117,0.6122448979591836,-2.97251977216614,000010101
385024,-2.9134600254541745,-0.040816326530612235,0.30864197530864196,9.0,0.040816326530612235,0.6122448979591836,-2.9542763519847868,111111010
385536,-2.9134600254541745,-0.061224489795918366,0.30864197530864196,9.0,0.061224489795918366,0.6122448979591836,-2.9746845152500927,111101011
386048,-2.6349307693582085,-0.4081632653061224,0.6049382716049381,9.0,0.08163265306122447,0.6122448979591836,-3.043094034664331,111101111
386560,-2.634930769358208,-0.510204081632653,0.6049382716049381,9.0,0.1020408163265306,0.6122448979591836,-3.1451348509908605,000001000
387072,-2.6349307693582085,-0.6122448979591837,0.6049382716049381,9.0,0.12244897959183673,0.6122448979591836,-3.2471756673173924,111111101
387584,-2.6349307693582062,-0.7142857142857142,0.6049382716049381,9.0,0.14285714285714285,0.6122448979591836,-3.3492164836439207,100000000
388096,-1.9999999999999991,-1.469387755102041,1.0,9.0,0.16326530612244894,0.6122448979591836,-3.4693877551020402,111111111
388608,-2.0000000000000004,-1.6530612244897958,1.0,9.0,0.18367346938775508,0.6122448979591836,-3.653061224489796,111111111
389120,-1.9999999999999991,-1.8367346938775508,1.0,9.0,0.2040816326530612,0.6122448979591836,-3.83673469387755,000000000
389632,-2.0000000000000004,-2.020408163265306,1.0,9.0,0.22448979591836726,0.6122448979591836,-4.020408163265306,111111111
390144,-2.0,-2.204081632653061,1.0,9.0,0.24489795918367346,0.6122448979591836,-4.204081632653061,111111111
390656,-2.0,-2.387755102040816,1.0,9.0,0.26530612244897955,0.6122448979591836,-4.387755102040817,111111111
391168,-2.0000000000000004,-2.5714285714285707,1.0,9.0,0.2857142857142857,0.6122448979591836,-4.571428571428571,000000000
391680,-1.9999999999999996,-2.7551020408163263,1.0,9.0,0.3061224489795918,0.6122448979591836,-4.755102040816325,000000000
392192,-2.000000000000001,-2.9387755102040813,1.0,9.0,0.32653061224489793,0.6122448979591836,-4.938775510204082,000000000
392704,-2.0,-3.122448979591837,1.0,9.0,0.3469387755102041,0.6122448979591836,-5.122448979591837,000000000
393216,-2.0,-3.3061224489795915,1.0,9.0,0.36734693877551017,0.6122448979591836,-5.306122448979592,000000000
393728,-2.0000000000000004,-3.4897959183673466,1.0,9.0,0.3877551020408163,0.6122448979591836,-5.489795918367348,111111111
394240,-2.0,-3.6734693877551017,1.0,9.0,0.4081632653061224,0.6122448979591836,-5.6734693877551035,111111111
394752,-2.0000000000000004,-3.8571428571428568,1.0,9.0,0.42857142857142855,0.6122448979591836,-5.857142857142858,000000000
395264,-2.000000000000001,-4.040816326530612,1.0,9.0,0.4489795918367345,0.6122448979591836,-6.040816326530613,000000000
395776,-2.0,-4.224489795918367,1.0,9.0,0.4693877551020408,0.6122448979591836,-6.224489795918367,000000000
396288,-2.0000000000000004,-4.408163265306122,1.0,9.0,0.4897959183673469,0.6122448979591836,-6.408163265306122,111111111
396800,-2.0000000000000018,-4.591836734693878,1.0,9.0,0.5102040816326531,0.6122448979591836,-6.59183673469388,111111111
397312,-2.0000000000000018,-4.775510204081632,1.0,9.0,0.5306122448979591,0.6122448979591836,-6.775510204081634,111111111
397824,-2.0000000000000004,-4.959183673469386,1.0,9.0,0.5510204081632653,0.6122448979591836,-6.959183673469387,000000000
398336,-2.0,-5.1428571428571415,1.0,9.0,0.5714285714285714,0.6122448979591836,-7.142857142857142,111111111
398848,-2.0,-5.326530612244898,1.0,9.0,0.5918367346938775,0.6122448979591836,-7.3265306122448965,111111111
399360,-1.9999999999999991,-5.5102040816326525,1.0,9.0,0.6122448979591836,0.6122448979591836,-7.5102040816326525,000000000
399872,-2.0000000000000004,-5.693877551020408,1.0,9.0,0.6326530612244897,0.6122448979591836,-7.693877551020408,111111111
400384,-2.0000000000000018,-5.877551020408162,1.0,9.0,0.6530612244897959,0.6122448979591836,-7.877551020408164,000000000
400896,-1.9999999999999991,-6.061224489795919,1.0,9.0,0.6734693877551021,0.6122448979591836,-8.061224489795919,111111111
401408,-2.0000000000000004,-6.244897959183674,1.0,9.0,0.6938775510204082,0.6122448979591836,-8.244897959183675,111111111
401920,-2.0,-6.428571428571428,1.0,9.0,0.7142857142857142,0.6122448979591836,-8.428571428571429,111111111
402432,-2.000000000000001,-6.612244897959182,1.0,9.0,0.7346938775510203,0.6122448979591836,-8.612244897959183,111111111
402944,-2.0000000000000018,-6.795918367346937,1.0,9.0,0.7551020408163265,0.6122448979591836,-8.795918367346939,111111111
403456,-1.9999999999999996,-6.979591836734692,1.0,9.0,0.7755102040816326,0.6122448979591836,-8.979591836734693,111111111
403968,-2.0,-7.163265306122447,1.0,9.0,0.7959183673469387,0.6122448979591836,-9.163265306122447,111111111
404480,-2.0,-7.3469387755102025,1.0,9.0,0.8163265306122448,0.6122448979591836,-9.346938775510203,111111111
404992,-2.0,-7.530612244897957,1.0,9.0,0.836734693877551,0.6122448979591836,-9.530612244897961,111111111
405504,-2.0,-7.7142857142857135,1.0,9.0,0.8571428571428571,0.6122448979591836,-9.714285714285714,000000000
406016,-2.0000000000000004,-7.897959183673469,1.0,9.0,0.8775510204081632,0.6122448979591836,-9.897959183673471,111111111
406528,-2.0,-8.081632653061224,1.0,9.0,0.8979591836734693,0.6122448979591836,-10.081632653061224,111111111
407040,-2.0000000000000004,-8.265306122448981,1.0,9.0,0.9183673469387754,0.6122448979591836,-10.265306122448981,111111111
407552,-2.0000000000000004,-8.448979591836734,1.0,9.0,0.9387755102040816,0.6122448979591836,-10.448979591836734,111111111
408064,-2.000000000000001,-8.63265306122449,1.0,9.0,0.9591836734693876,0.6122448979591836,-10.632653061224492,000000000
408576,-2.0000000000000004,-8.816326530612244,1.0,9.0,0.979591836734694,0.6122448979591836,-10.816326530612244,111111111
409088,-2.000000000000001,-9.0,1.0,9.0,1.0,0.6122448979591836,-11.0,111111111
409600,-3.1733277059593457,0.0,0.012345679012345678,9.0,0.0,0.6530612244897959,-3.1733277059593457,100101010
410112,-3.1096172570338947,0.061224489795918366,0.1111111111111111,9.0,0.020408163265306117,0.6530612244897959,-3.0483927672379765,010101000
410624,-2.9851424361761363,-0.040816326530612235,0.30864197530864196,9.0,0.040816326530612235,0.6530612244897959,-3.025958762706748,111110101
411136,-2.9851424361761367,-0.061224489795918366,0.30864197530864196,9.0,0.061224489795918366,0.6530612244897959,-3.0463669259720554,000000101
411648,-2.6951239951667048,-0.4081632653061224,0.6049382716049381,9.0,0.08163265306122447,0.6530612244897959,-3.1032872604728268,000010000
412160,-2.6951239951667034,-0.510204081632653,0.6049382716049381,9.0,0.1020408163265306,0.6530612244897959,-3.2053280767993564,111101111
412672,-2.6951239951667043,-0.6122448979591837,0.6049382716049381,9.0,0.12244897959183673,0.6530612244897959,-3.307368893125888,111111110
413184,-2.6951239951667043,-0.7142857142857142,0.6049382716049381,9.0,0.14285714285714285,0.6530612244897959,-3.4094097094524187,000000010
413696,-2.695123995166704,-0.8163265306122448,0.6049382716049381,9.0,0.16326530612244894,0.6530612244897959,-3.511450525778949,111101111
414208,-2.000000000000001,-1.6530612244897958,1.0,9.0,0.18367346938775508,0.6530612244897959,-3.6530612244897966,111111111
414720,-2.0,-1.8367346938775508,1.0,9.0,0.2040816326530612,0.6530612244897959,-3.8367346938775517,111111111
415232,-2.0,-2.020408163265306,1.0,9.0,0.22448979591836726,0.6530612244897959,-4.020408163265305,111111111
415744,-2.0,-2.204081632653061,1.0,9.0,0.24489795918367346,0.6530612244897959,-4.204081632653061,000000000
416256,-2.000000000000001,-2.387755102040816,1.0,9.0,0.26530612244897955,0.6530612244897959,-4.387755102040817,000000000
416768,-2.0000000000000004,-2.5714285714285707,1.0,9.0,0.2857142857142857,0.6530612244897959,-4.571428571428571,000000000
417280,-2.0000000000000004,-2.7551020408163263,1.0,9.0,0.3061224489795918,0.6530612244897959,-4.755102040816327,000000000
417792,-2.000000000000001,-2.9387755102040813,1.0,9.0,0.32653061224489793,0.6530612244897959,-4.938775510204082,000000000
418304,-1.9999999999999996,-3.122448979591837,1.0,9.0,0.3469387755102041,0.6530612244897959,-5.1224489795918355,111111111
418816,-2.0,-3.3061224489795915,1.0,9.0,0.36734693877551017,0.6530612244897959,-5.306122448979592,111111111
419328,-2.0000000000000013,-3.4897959183673466,1.0,9.0,0.3877551020408163,0.6530612244897959,-5.489795918367348,111111111
419840,-2.0000000000000013,-3.6734693877551017,1.0,9.0,0.4081632653061224,0.6530612244897959,-5.673469387755104,000000000
420352,-2.0000000000000004,-3.8571428571428568,1.0,9.0,0.42857142857142855,0.6530612244897959,-5.857142857142858,000000000
420864,-2.0,-4.040816326530612,1.0,9.0,0.4489795918367345,0.6530612244897959,-6.040816326530613,000000000
421376,-2.0000000000000013,-4.224489795918367,1.0,9.0,0.4693877551020408,0.6530612244897959,-6.224489795918367,000000000
421888,-2.0,-4.408163265306122,1.0,9.0,0.4897959183673469,0.6530612244897959,-6.408163265306122,111111111
422400,-2.0,-4.591836734693878,1.0,9.0,0.5102040816326531,0.6530612244897959,-6.591836734693878,111111111
422912,-2.000000000000001,-4.775510204081632,1.0,9.0,0.5306122448979591,0.6530612244897959,-6.775510204081633,111111111
423424,-2.000000000000001,-4.959183673469386,1.0,9.0,0.5510204081632653,0.6530612244897959,-6.959183673469387,000000000
423936,-2.0000000000000004,-5.1428571428571415,1.0,9.0,0.5714285714285714,0.6530612244897959,-7.142857142857142,111111111
424448,-2.000000000000001,-5.326530612244898,1.0,9.0,0.5918367346938775,0.6530612244897959,-7.326530612244898,111111111
424960,-2.0000000000000004,-5.5102040816326525,1.0,9.0,0.6122448979591836,0.6530612244897959,-7.5102040816326525,111111111
425472,-2.0,-5.693877551020408,1.0,9.0,0.6326530612244897,0.6530612244897959,-7.693877551020408,111111111
425984,-2.0,-5.877551020408162,1.0,9.0,0.6530612244897959,0.6530612244897959,-7.877551020408162,000000000
426496,-2.0000000000000013,-6.061224489795919,1.0,9.0,0.6734693877551021,0.6530612244897959,-8.061224489795919,111111111
427008,-2.0,-6.244897959183674,1.0,9.0,0.6938775510204082,0.6530612244897959,-8.244897959183673,111111111
427520,-2.0,-6.428571428571428,1.0,9.0,0.7142857142857142,0.6530612244897959,-8.428571428571429,111111111
428032,-1.9999999999999996,-6.612244897959182,1.0,9.0,0.7346938775510203,0.6530612244897959,-8.612244897959183,111111111
428544,-2.0,-6.795918367346937,1.0,9.0,0.7551020408163265,0.6530612244897959,-8.795918367346939,111111111
429056,-1.9999999999999996,-6.979591836734692,1.0,9.0,0.7755102040816326,0.6530612244897959,-8.979591836734693,111111111
429568,-2.0000000000000013,-7.163265306122447,1.0,9.0,0.7959183673469387,0.6530612244897959,-9.16326530612245,111111111
430080,-2.0,-7.3469387755102025,1.0,9.0,0.8163265306122448,0.6530612244897959,-9.346938775510203,111111111
430592,-2.0000000000000004,-7.530612244897957,1.0,9.0,0.836734693877551,0.6530612244897959,-9.530612244897961,111111111
431104,-2.0000000000000004,-7.7142857142857135,1.0,9.0,0.8571428571428571,0.6530612244897959,-9.714285714285714,111111111
431616,-2.0000000000000004,-7.897959183673469,1.0,9.0,0.8775510204081632,0.6530612244897959,-9.897959183673471,111111111
432128,-2.0,-8.081632653061224,1.0,9.0,0.8979591836734693,0.6530612244897959,-10.081632653061224,111111111
432640,-2.0,-8.265306122448981,1.0,9.0,0.9183673469387754,0.6530612244897959,-10.265306122448981,111111111
433152,-2.000000000000001,-8.448979591836734,1.0,9.0,0.9387755102040816,0.6530612244897959,-10.448979591836736,000000000
433664,-1.999999999999999,-8.63265306122449,1.0,9.0,0.9591836734693876,0.6530612244897959,-10.632653061224488,111111111
434176,-1.9999999999999996,-8.816326530612244,1.0,9.0,0.979591836734694,0.6530612244897959,-10.816326530612244,111111111
434688,-2.0,-9.0,1.0,9.0,1.0,0.6530612244897959,-11.0,111111111
435200,-3.2513767849902497,0.0,0.012345679012345678,9.0,0.0,0.6938775510204082,-3.2513767849902497,100101010
435712,-3.1856216965963164,0.061224489795918366,0.1111111111111111,9.0,0.020408163265306117,0.6938775510204082,-3.1243972068003982,000010101
436224,-3.0571170849015896,-0.040816326530612235,0.30864197530864196,9.0,0.040816326530612235,0.6938775510204082,-3.097933411432202,101111110
436736,-3.0571170849015887,-0.061224489795918366,0.30864197530864196,9.0,0.061224489795918366,0.6938775510204082,-3.118341574697507,101111110
437248,-2.756205103689544,-0.4081632653061224,0.6049382716049381,9.0,0.08163265306122447,0.6938775510204082,-3.1643683689956665,000000010
437760,-2.756205103689543,-0.510204081632653,0.6049382716049381,9.0,0.1020408163265306,0.6938775510204082,-3.2664091853221966,000000100
438272,-2.7562051036895454,-0.6122448979591837,0.6049382716049381,9.0,0.12244897959183673,0.6938775510204082,-3.3684500016487293,011111111
438784,-2.756205103689544,-0.7142857142857142,0.6049382716049381,9.0,0.14285714285714285,0.6938775510204082,-3.470490817975258,111011111
439296,-2.7562051036895445,-0.8163265306122448,0.6049382716049381,9.0,0.16326530612244894,0.6938775510204082,-3.572531634301789,000000010
439808,-2.756205103689544,-0.9183673469387754,0.6049382716049381,9.0,0.18367346938775508,0.6938775510204082,-3.67457245062832,111011111
440320,-2.0,-1.8367346938775508,1.0,9.0,0.2040816326530612,0.6938775510204082,-3.8367346938775517,111111111
440832,-2.0,-2.020408163265306,1.0,9.0,0.22448979591836726,0.6938775510204082,-4.020408163265306,000000000
441344,-2.0000000000000004,-2.204081632653061,1.0,9.0,0.24489795918367346,0.6938775510204082,-4.204081632653061,000000000
441856,-2.0,-2.387755102040816,1.0,9.0,0.26530612244897955,0.6938775510204082,-4.387755102040814,111111111
442368,-2.0,-2.5714285714285707,1.0,9.0,0.2857142857142857,0.6938775510204082,-4.571428571428571,111111111
442880,-2.0000000000000004,-2.7551020408163263,1.0,9.0,0.3061224489795918,0.6938775510204082,-4.755102040816327,111111111
443392,-2.0000000000000004,-2.9387755102040813,1.0,9.0,0.32653061224489793,0.6938775510204082,-4.938775510204081,000000000
443904,-2.0000000000000013,-3.122448979591837,1.0,9.0,0.3469387755102041,0.6938775510204082,-5.122448979591838,111111111
444416,-2.0000000000000004,-3.3061224489795915,1.0,9.0,0.36734693877551017,0.6938775510204082,-5.306122448979592,111111111
444928,-2.0,-3.4897959183673466,1.0,9.0,0.3877551020408163,0.6938775510204082,-5.489795918367347,111111111
445440,-2.000000000000002,-3.6734693877551017,1.0,9.0,0.4081632653061224,0.6938775510204082,-5.673469387755104,111111111
445952,-2.0000000000000004,-3.8571428571428568,1.0,9.0,0.42857142857142855,0.6938775510204082,-5.857142857142858,000000000
446464,-2.0000000000000013,-4.040816326530612,1.0,9.0,0.4489795918367345,0.6938775510204082,-6.040816326530613,000000000
446976,-2.0000000000000018,-4.224489795918367,1.0,9.0,0.4693877551020408,0.6938775510204082,-6.22448979591837,111111111
447488,-2.0000000000000004,-4.408163265306122,1.0,9.0,0.4897959183673469,0.6938775510204082,-6.408163265306122,111111111
448000,-2.0000000000000004,-4.591836734693878,1.0,9.0,0.5102040816326531,0.6938775510204082,-6.591836734693878,111111111
448512,-2.0,-4.775510204081632,1.0,9.0,0.5306122448979591,0.6938775510204082,-6.775510204081633,111111111
449024,-2.000000000000001,-4.959183673469386,1.0,9.0,0.5510204081632653,0.6938775510204082,-6.959183673469387,111111111
449536,-2.0,-5.1428571428571415,1.0,9.0,0.5714285714285714,0.6938775510204082,-7.142857142857142,111111111
450048,-2.0000000000000013,-5.326530612244898,1.0,9.0,0.5918367346938775,0.6938775510204082,-7.3265306122449,000000000
450560,-2.0000000000000018,-5.5102040816326525,1.0,9.0,0.6122448979591836,0.6938775510204082,-7.510204081632653,111111111
451072,-1.9999999999999991,-5.693877551020408,1.0,9.0,0.6326530612244897,0.6938775510204082,-7.693877551020408,111111111
451584,-2.0,-5.877551020408162,1.0,9.0,0.6530612244897959,0.6938775510204082,-7.877551020408162,111111111
452096,-2.000000000000001,-6.061224489795919,1.0,9.0,0.6734693877551021,0.6938775510204082,-8.061224489795919,111111111
452608,-2.0000000000000004,-6.244897959183674,1.0,9.0,0.6938775510204082,0.6938775510204082,-8.244897959183675,111111111
453120,-2.0000000000000004,-6.428571428571428,1.0,9.0,0.7142857142857142,0.6938775510204082,-8.428571428571429,111111111
453632,-2.0,-6.612244897959182,1.0,9.0,0.7346938775510203,0.6938775510204082,-8.612244897959183,111111111
454144,-2.0,-6.795918367346937,1.0,9.0,0.7551020408163265,0.6938775510204082,-8.795918367346937,111111111
454656,-2.000000000000001,-6.979591836734692,1.0,9.0,0.7755102040816326,0.6938775510204082,-8.979591836734695,000000000
455168,-1.9999999999999996,-7.163265306122447,1.0,9.0,0.7959183673469387,0.6938775510204082,-9.163265306122447,111111111
455680,-2.0,-7.3469387755102025,1.0,9.0,0.8163265306122448,0.6938775510204082,-9.346938775510203,111111111
456192,-2.0,-7.530612244897957,1.0,9.0,0.836734693877551,0.6938775510204082,-9.530612244897961,111111111
456704,-2.0,-7.7142857142857135,1.0,9.0,0.8571428571428571,0.6938775510204082,-9.714285714285714,111111111
457216,-1.9999999999999984,-7.897959183673469,1.0,9.0,0.8775510204081632,0.6938775510204082,-9.897959183673466,111111111
457728,-1.9999999999999996,-8.081632653061224,1.0,9.0,0.8979591836734693,0.6938775510204082,-10.081632653061224,111111111
458240,-2.0,-8.265306122448981,1.0,9.0,0.9183673469387754,0.6938775510204082,-10.265306122448981,111111111
458752,-2.0,-8.448979591836734,1.0,9.0,0.9387755102040816,0.6938775510204082,-10.448979591836734,000000000
459264,-2.000000000000001,-8.63265306122449,1.0,9.0,0.9591836734693876,0.6938775510204082,-10.632653061224492,000000000
459776,-2.0,-8.816326530612244,1.0,9.0,0.979591836734694,0.6938775510204082,-10.816326530612244,111111111
460288,-2.0000000000000004,-9.0,1.0,9.0,1.0,0.6938775510204082,-11.0,111111111
460800,-3.3294725811588988,0.0,0.012345679012345678,9.0,0.0,0.7346938775510203,-3.3294725811588988,100101010
461312,-3.2617438985344047,0.061224489795918366,0.1111111111111111,9.0,0.020408163265306117,0.7346938775510203,-3.200519408738487,011110101
461824,-3.1293539415812925,-0.040816326530612235,0.30864197530864196,9.0,0.040816326530612235,0.7346938775510203,-3.170170268111905,010111111
462336,-3.1293539415812908,-0.061224489795918366,0.30864197530864196,9.0,0.061224489795918366,0.7346938775510203,-3.190578431377209,000001010
462848,-2.818093934394416,-0.4081632653061224,0.6049382716049381,9.0,0.08163265306122447,0.7346938775510203,-3.226257199700538,000000001
463360,-2.8180939343944167,-0.510204081632653,0.6049382716049381,9.0,0.1020408163265306,0.7346938775510203,-3.3282980160270697,011111111
463872,-2.8180939343944136,-0.6122448979591837,0.6049382716049381,9.0,0.12244897959183673,0.7346938775510203,-3.430338832353597,111111101
464384,-2.818093934394416,-0.7142857142857142,0.6049382716049381,9.0,0.14285714285714285,0.7346938775510203,-3.5323796486801298,000000100
464896,-2.818093934394415,-0.8163265306122448,0.6049382716049381,9.0,0.16326530612244894,0.7346938775510203,-3.6344204650066603,100000000
465408,-2.818093934394414,-0.9183673469387754,0.6049382716049381,9.0,0.18367346938775508,0.7346938775510203,-3.736461281333189,000000100
465920,-2.818093934394414,-1.020408163265306,0.6049382716049381,9.0,0.2040816326530612,0.7346938775510203,-3.8385020976597204,000100000
466432,-2.000000000000001,-2.020408163265306,1.0,9.0,0.22448979591836726,0.7346938775510203,-4.020408163265306,000000000
466944,-2.000000000000001,-2.204081632653061,1.0,9.0,0.24489795918367346,0.7346938775510203,-4.204081632653062,000000000
467456,-2.0000000000000004,-2.387755102040816,1.0,9.0,0.26530612244897955,0.7346938775510203,-4.387755102040817,111111111
467968,-2.0000000000000004,-2.5714285714285707,1.0,9.0,0.2857142857142857,0.7346938775510203,-4.571428571428571,111111111
468480,-2.0000000000000013,-2.7551020408163263,1.0,9.0,0.3061224489795918,0.7346938775510203,-4.755102040816327,000000000
468992,-1.9999999999999991,-2.9387755102040813,1.0,9.0,0.32653061224489793,0.7346938775510203,-4.9387755102040805,111111111
469504,-2.0,-3.122448979591837,1.0,9.0,0.3469387755102041,0.7346938775510203,-5.122448979591837,000000000
470016,-2.0,-3.3061224489795915,1.0,9.0,0.36734693877551017,0.7346938775510203,-5.306122448979592,000000000
470528,-2.000000000000001,-3.4897959183673466,1.0,9.0,0.3877551020408163,0.7346938775510203,-5.489795918367348,000000000
471040,-2.0000000000000004,-3.6734693877551017,1.0,9.0,0.4081632653061224,0.7346938775510203,-5.6734693877551035,111111111
471552,-2.000000000000001,-3.8571428571428568,1.0,9.0,0.42857142857142855,0.7346938775510203,-5.857142857142858,111111111
472064,-2.0,-4.040816326530612,1.0,9.0,0.4489795918367345,0.7346938775510203,-6.040816326530613,111111111
472576,-2.0,-4.224489795918367,1.0,9.0,0.4693877551020408,0.7346938775510203,-6.224489795918367,111111111
473088,-1.9999999999999996,-4.408163265306122,1.0,9.0,0.4897959183673469,0.7346938775510203,-6.408163265306121,111111111
473600,-2.0000000000000004,-4.591836734693878,1.0,9.0,0.5102040816326531,0.7346938775510203,-6.591836734693878,111111111
474112,-2.0000000000000004,-4.775510204081632,1.0,9.0,0.5306122448979591,0.7346938775510203,-6.775510204081633,000000000
474624,-2.0000000000000018,-4.959183673469386,1.0,9.0,0.5510204081632653,0.7346938775510203,-6.959183673469388,000000000
475136,-2.0000000000000013,-5.1428571428571415,1.0,9.0,0.5714285714285714,0.7346938775510203,-7.142857142857144,111111111
475648,-2.0,-5.326530612244898,1.0,9.0,0.5918367346938775,0.7346938775510203,-7.3265306122448965,000000000
476160,-2.0000000000000004,-5.5102040816326525,1.0,9.0,0.6122448979591836,0.7346938775510203,-7.5102040816326525,111111111
476672,-2.0000000000000004,-5.693877551020408,1.0,9.0,0.6326530612244897,0.7346938775510203,-7.693877551020408,000000000
477184,-2.0,-5.877551020408162,1.0,9.0,0.6530612244897959,0.7346938775510203,-7.877551020408162,111111111
477696,-2.0,-6.061224489795919,1.0,9.0,0.6734693877551021,0.7346938775510203,-8.061224489795919,111111111
478208,-2.0000000000000004,-6.244897959183674,1.0,9.0,0.6938775510204082,0.7346938775510203,-8.244897959183675,111111111
478720,-2.0,-6.428571428571428,1.0,9.0,0.7142857142857142,0.7346938775510203,-8.428571428571429,111111111
479232,-2.0000000000000018,-6.612244897959182,1.0,9.0,0.7346938775510203,0.7346938775510203,-8.612244897959185,111111111
479744,-2.0000000000000004,-6.795918367346937,1.0,9.0,0.7551020408163265,0.7346938775510203,-8.795918367346939,000000000
480256,-2.000000000000001,-6.979591836734692,1.0,9.0,0.7755102040816326,0.7346938775510203,-8.979591836734695,000000000
480768,-2.000000000000001,-7.163265306122447,1.0,9.0,0.7959183673469387,0.7346938775510203,-9.16326530612245,000000000
481280,-2.0000000000000013,-7.3469387755102025,1.0,9.0,0.8163265306122448,0.7346938775510203,-9.346938775510203,000000000
481792,-2.0,-7.530612244897957,1.0,9.0,0.836734693877551,0.7346938775510203,-9.530612244897961,111111111
482304,-2.0,-7.7142857142857135,1.0,9.0,0.8571428571428571,0.7346938775510203,-9.714285714285714,111111111
482816,-2.0000000000000013,-7.897959183673469,1.0,9.0,0.8775510204081632,0.7346938775510203,-9.897959183673473,000000000
483328,-2.0000000000000018,-8.081632653061224,1.0,9.0,0.8979591836734693,0.7346938775510203,-10.081632653061224,000000000
