Delta,J,J_term,M^2,Ms^2,N,binary,ground,t
1.7551020408163265,0.02040816326530612,-0.02040816326530612,1.0,0.0,6,111111,-2.8205279016792617,1
1.7959183673469385,0.02040816326530612,-0.02040816326530612,1.0,0.0,6,111111,-2.865348187588572,1
1.8367346938775508,0.02040816326530612,-0.02040816326530612,1.0,0.0,6,111111,-2.910264031365141,1
1.8775510204081631,0.02040816326530612,-0.02040816326530612,1.0,0.0,6,111111,-2.955269756172973,1
1.9183673469387754,0.02040816326530612,-0.02040816326530612,1.0,0.0,6,111111,-3.000360116023088,1
1.9591836734693877,0.02040816326530612,-0.02040816326530612,1.0,0.0,6,111111,-3.04553025661058,1
2.0,0.02040816326530612,-0.02040816326530612,1.0,0.0,6,111111,-3.0907756802412947,1
0.0,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-1.3741496598639438,1
0.04081632653061224,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-1.3758135559627267,1
0.08163265306122448,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-1.3807805731514873,1
0.12244897959183673,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-1.3889784917751375,1
0.16326530612244897,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-1.4002926289237536,1
0.2040816326530612,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-1.414573412799252,1
0.24489795918367346,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-1.4316453541317682,1
0.2857142857142857,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-1.4513162956645778,1
0.32653061224489793,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-1.4733860106142875,1
0.36734693877551017,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-1.4976535290194053,1
0.4081632653061224,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-1.5239228946219032,1
0.44897959183673464,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-1.5520073226034536,1
0.4897959183673469,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-1.58173190892067,1
0.5306122448979591,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-1.6129351364340032,1
0.5714285714285714,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-1.645469450511192,1
0.6122448979591836,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-1.6792011611248474,1
0.6530612244897959,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-1.7140098905132877,1
0.6938775510204082,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-1.7497877401520967,1
0.7346938775510203,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-1.7864383070969692,1
0.7755102040816326,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-1.823875642144812,1
0.8163265306122448,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-1.862023212167443,1
0.8571428571428571,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-1.9008129061631502,1
0.8979591836734693,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-1.9401841080270146,1
0.9387755102040816,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-1.980082847507221,1
0.9795918367346939,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-2.020461033090093,1
1.0204081632653061,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-2.0612757656169505,1
1.0612244897959182,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-2.1024887284667013,1
1.1020408163265305,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-2.1440656485211207,1
1.1428571428571428,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-2.1859758214125176,1
1.183673469387755,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-2.2281916944133817,1
1.2244897959183672,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-2.270688500540672,1
1.2653061224489794,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-2.3134439378615426,1
1.3061224489795917,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-2.3564378885018886,1
1.346938775510204,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-2.3996521724092785,1
1.3877551020408163,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-2.4430703314677746,1
1.4285714285714284,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-2.486677440080078,1
1.4693877551020407,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-2.530459938810195,1
1.510204081632653,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-2.5744054881117497,1
1.5510204081632653,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-2.618502839552368,1
1.5918367346938773,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-2.662741722284625,1
1.6326530612244896,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-2.707112742812283,1
1.673469387755102,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-2.751607296360458,1
1.7142857142857142,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-2.796217488384066,1
1.7551020408163265,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-2.840936064944568,1
1.7959183673469385,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-2.885756350853878,1
1.8367346938775508,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-2.9306721946304473,1
1.8775510204081631,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-2.9756779194382794,1
1.9183673469387754,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-3.0207682792883945,1
1.9591836734693877,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-3.0659384198758866,1
2.0,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,-3.111183843506601,1
0.0,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-1.39455782312925,1
0.04081632653061224,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-1.3962217192280328,1
0.08163265306122448,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-1.4011887364167934,1
0.12244897959183673,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-1.4093866550404437,1
0.16326530612244897,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-1.4207007921890598,1
0.2040816326530612,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-1.4349815760645581,1
0.24489795918367346,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-1.4520535173970743,1
0.2857142857142857,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-1.471724458929884,1
0.32653061224489793,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-1.4937941738795937,1
0.36734693877551017,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-1.5180616922847114,1
0.4081632653061224,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-1.5443310578872094,1
0.44897959183673464,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-1.5724154858687598,1
0.4897959183673469,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-1.6021400721859762,1
0.5306122448979591,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-1.6333432996993094,1
0.5714285714285714,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-1.6658776137764981,1
0.6122448979591836,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-1.6996093243901536,1
0.6530612244897959,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-1.7344180537785938,1
0.6938775510204082,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-1.7701959034174028,1
0.7346938775510203,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-1.8068464703622753,1
0.7755102040816326,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-1.844283805410118,1
0.8163265306122448,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-1.882431375432749,1
0.8571428571428571,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-1.9212210694284564,1
0.8979591836734693,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-1.9605922712923207,1
0.9387755102040816,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-2.000491010772527,1
0.9795918367346939,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-2.040869196355399,1
1.0204081632653061,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-2.0816839288822564,1
1.0612244897959182,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-2.1228968917320072,1
1.1020408163265305,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-2.1644738117864266,1
1.1428571428571428,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-2.2063839846778235,1
1.183673469387755,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-2.2485998576786876,1
1.2244897959183672,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-2.2910966638059778,1
1.2653061224489794,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-2.3338521011268485,1
1.3061224489795917,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-2.3768460517671945,1
1.346938775510204,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-2.4200603356745845,1
1.3877551020408163,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-2.4634784947330806,1
1.4285714285714284,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-2.507085603345384,1
1.4693877551020407,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-2.550868102075501,1
1.510204081632653,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-2.5948136513770557,1
1.5510204081632653,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-2.638911002817674,1
1.5918367346938773,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-2.683149885549931,1
1.6326530612244896,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-2.727520906077589,1
1.673469387755102,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-2.772015459625764,1
1.7142857142857142,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-2.816625651649372,1
1.7551020408163265,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-2.861344228209874,1
1.7959183673469385,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-2.906164514119184,1
1.8367346938775508,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-2.951080357895753,1
1.8775510204081631,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-2.9960860827035853,1
1.9183673469387754,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-3.0411764425537005,1
1.9591836734693877,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-3.0863465831411925,1
2.0,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,-3.131592006771907,1
0.0,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-1.414965986394556,1
0.04081632653061224,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-1.416629882493339,1
0.08163265306122448,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-1.4215968996820996,1
0.12244897959183673,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-1.4297948183057498,1
0.16326530612244897,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-1.441108955454366,1
0.2040816326530612,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-1.4553897393298643,1
0.24489795918367346,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-1.4724616806623805,1
0.2857142857142857,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-1.49213262219519,1
0.32653061224489793,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-1.5142023371448998,1
0.36734693877551017,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-1.5384698555500176,1
0.4081632653061224,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-1.5647392211525155,1
0.44897959183673464,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-1.592823649134066,1
0.4897959183673469,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-1.6225482354512824,1
0.5306122448979591,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-1.6537514629646155,1
0.5714285714285714,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-1.6862857770418043,1
0.6122448979591836,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-1.7200174876554597,1
0.6530612244897959,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-1.7548262170439,1
0.6938775510204082,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-1.790604066682709,1
0.7346938775510203,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-1.8272546336275814,1
0.7755102040816326,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-1.8646919686754242,1
0.8163265306122448,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-1.9028395386980552,1
0.8571428571428571,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-1.9416292326937625,1
0.8979591836734693,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-1.9810004345576269,1
0.9387755102040816,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-2.020899174037833,1
0.9795918367346939,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-2.0612773596207052,1
1.0204081632653061,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-2.1020920921475628,1
1.0612244897959182,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-2.1433050549973136,1
1.1020408163265305,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-2.184881975051733,1
1.1428571428571428,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-2.22679214794313,1
1.183673469387755,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-2.269008020943994,1
1.2244897959183672,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-2.311504827071284,1
1.2653061224489794,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-2.354260264392155,1
1.3061224489795917,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-2.397254215032501,1
1.346938775510204,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-2.440468498939891,1
1.3877551020408163,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-2.483886657998387,1
1.4285714285714284,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-2.5274937666106903,1
1.4693877551020407,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-2.571276265340807,1
1.510204081632653,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-2.615221814642362,1
1.5510204081632653,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-2.6593191660829802,1
1.5918367346938773,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-2.7035580488152373,1
1.6326530612244896,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-2.7479290693428955,1
1.673469387755102,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-2.79242362289107,1
1.7142857142857142,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-2.8370338149146783,1
1.7551020408163265,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-2.8817523914751804,1
1.7959183673469385,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-2.9265726773844905,1
1.8367346938775508,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-2.9714885211610595,1
1.8775510204081631,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-3.0164942459688917,1
1.9183673469387754,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-3.061584605819007,1
1.9591836734693877,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-3.106754746406499,1
2.0,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,-3.1520001700372133,1
0.0,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,-1.435374149659862,1
0.04081632653061224,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,-1.437038045758645,1
0.08163265306122448,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,-1.4420050629474055,1
0.12244897959183673,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,-1.4502029815710558,1
0.16326530612244897,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,-1.4615171187196718,1
0.2040816326530612,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,-1.4757979025951702,1
0.24489795918367346,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,-1.4928698439276864,1
0.2857142857142857,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,-1.512540785460496,1
0.32653061224489793,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,-1.5346105004102057,1
0.36734693877551017,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,-1.5588780188153235,1
0.4081632653061224,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,-1.5851473844178214,1
0.44897959183673464,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,-1.6132318123993719,1
0.4897959183673469,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,-1.6429563987165883,1
0.5306122448979591,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,-1.6741596262299214,1
0.5714285714285714,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,-1.7066939403071102,1
0.6122448979591836,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,-1.7404256509207656,1
0.6530612244897959,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,-1.7752343803092059,1
0.6938775510204082,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,-1.811012229948015,1
0.7346938775510203,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,-1.8476627968928874,1
0.7755102040816326,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,-1.8851001319407301,1
0.8163265306122448,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,-1.9232477019633611,1
0.8571428571428571,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,-1.9620373959590685,1
0.8979591836734693,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,-2.001408597822933,1
0.9387755102040816,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,-2.0413073373031394,1
0.9795918367346939,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,-2.081685522886011,1
