Delta,E0_N,E_N,J,M^2,Ms^2,N,O^2,computeM^2_time (s),diagonalization_time (s),h,identity,matrix_build_time (s),t,total_time (s)
0.969407819357389,-1.572038113013808,-1.572038113013808,0.5357880155328634,0.9388501421952041,0.011581170980183781,6,4.077942449348234,0.030033588409423828,0.07365250587463379,0.3893357940851715,0.9388501421952041,0.033211708068847656,1,0.13689780235290527
