Delta,E_N,J,J_term,M^2,Ms^2,N,binary,h,t
1.3877551020408163,-1.2419433289991935,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,0,1
1.4285714285714284,-1.2637468833053451,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,0,1
1.4693877551020407,-1.2856381326704036,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,0,1
1.510204081632653,-1.307610907321181,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,0,1
1.5510204081632653,-1.3296595830414901,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,0,1
1.5918367346938773,-1.3517790244076187,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,0,1
1.6326530612244896,-1.3739645346714477,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,0,1
1.673469387755102,-1.396211811445535,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,0,1
1.7142857142857142,-1.4185169074573392,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,0,1
1.7551020408163265,-1.4408761957375902,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,0,1
1.7959183673469385,-1.4632863386922452,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,0,1
1.8367346938775508,-1.4857442605805298,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,0,1
1.8775510204081631,-1.5082471229844459,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,0,1
1.9183673469387754,-1.5307923029095034,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,0,1
1.9591836734693877,-1.5533773732032494,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,0,1
2.0,-1.5760000850186067,0.04081632653061224,-0.04081632653061224,1.0,0.0,6,111111,0,1
0.0,-0.7278911564625841,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
0.04081632653061224,-0.7287231045119755,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
0.08163265306122448,-0.7312066131063558,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
0.12244897959183673,-0.735305572418181,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
0.16326530612244897,-0.740962640992489,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
0.2040816326530612,-0.7481030329302382,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
0.24489795918367346,-0.7566390035964963,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
0.2857142857142857,-0.7664744743629011,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
0.32653061224489793,-0.777509331837756,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
0.36734693877551017,-0.7896430910403148,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
0.4081632653061224,-0.8027777738415638,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
0.44897959183673464,-0.816819987832339,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
0.4897959183673469,-0.8316822809909472,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
0.5306122448979591,-0.8472838947476138,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
0.5714285714285714,-0.8635510517862082,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
0.6122448979591836,-0.8804169070930359,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
0.6530612244897959,-0.897821271787256,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
0.6938775510204082,-0.9157101966066605,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
0.7346938775510203,-0.9340354800790968,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
0.7755102040816326,-0.9527541476030181,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
0.8163265306122448,-0.9718279326143336,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
0.8571428571428571,-0.9912227796121873,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
0.8979591836734693,-1.0109083805441195,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
0.9387755102040816,-1.0308577502842227,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
0.9795918367346939,-1.0510468430756588,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
1.0204081632653061,-1.0714542093390875,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
1.0612244897959182,-1.092060690763963,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
1.1020408163265305,-1.1128491507911726,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
1.1428571428571428,-1.133804237236871,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
1.183673469387755,-1.1549121737373031,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
1.2244897959183672,-1.1761605768009482,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
1.2653061224489794,-1.1975382954613836,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
1.3061224489795917,-1.2190352707815566,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
1.346938775510204,-1.2406424127352516,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
1.3877551020408163,-1.2623514922644996,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
1.4285714285714284,-1.2841550465706513,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
1.4693877551020407,-1.3060462959357098,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
1.510204081632653,-1.3280190705864872,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
1.5510204081632653,-1.3500677463067963,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
1.5918367346938773,-1.3721871876729248,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
1.6326530612244896,-1.394372697936754,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
1.673469387755102,-1.4166199747108412,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
1.7142857142857142,-1.4389250707226453,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
1.7551020408163265,-1.4612843590028963,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
1.7959183673469385,-1.4836945019575514,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
1.8367346938775508,-1.506152423845836,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
1.8775510204081631,-1.528655286249752,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
1.9183673469387754,-1.5512004661748096,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
1.9591836734693877,-1.5737855364685556,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
2.0,-1.5964082482839128,0.061224489795918366,-0.06122448979591836,1.0,0.0,6,111111,0,1
0.0,-0.7482993197278902,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
0.04081632653061224,-0.7491312677772817,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
0.08163265306122448,-0.751614776371662,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
0.12244897959183673,-0.7557137356834871,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
0.16326530612244897,-0.7613708042577951,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
0.2040816326530612,-0.7685111961955443,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
0.24489795918367346,-0.7770471668618024,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
0.2857142857142857,-0.7868826376282072,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
0.32653061224489793,-0.7979174951030621,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
0.36734693877551017,-0.810051254305621,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
0.4081632653061224,-0.8231859371068699,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
0.44897959183673464,-0.8372281510976451,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
0.4897959183673469,-0.8520904442562534,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
0.5306122448979591,-0.8676920580129199,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
0.5714285714285714,-0.8839592150515143,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
0.6122448979591836,-0.900825070358342,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
0.6530612244897959,-0.9182294350525622,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
0.6938775510204082,-0.9361183598719667,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
0.7346938775510203,-0.9544436433444029,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
0.7755102040816326,-0.9731623108683243,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
0.8163265306122448,-0.9922360958796398,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
0.8571428571428571,-1.0116309428774934,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
0.8979591836734693,-1.0313165438094256,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
0.9387755102040816,-1.0512659135495288,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
0.9795918367346939,-1.071455006340965,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
1.0204081632653061,-1.0918623726043937,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
1.0612244897959182,-1.112468854029269,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
1.1020408163265305,-1.1332573140564788,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
1.1428571428571428,-1.1542124005021772,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
1.183673469387755,-1.1753203370026093,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
1.2244897959183672,-1.1965687400662544,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
1.2653061224489794,-1.2179464587266897,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
1.3061224489795917,-1.2394434340468627,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
1.346938775510204,-1.2610505760005577,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
1.3877551020408163,-1.2827596555298058,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
1.4285714285714284,-1.3045632098359574,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
1.4693877551020407,-1.326454459201016,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
1.510204081632653,-1.3484272338517933,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
1.5510204081632653,-1.3704759095721024,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
1.5918367346938773,-1.392595350938231,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
1.6326530612244896,-1.41478086120206,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
1.673469387755102,-1.4370281379761474,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
1.7142857142857142,-1.4593332339879515,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
1.7551020408163265,-1.4816925222682025,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
1.7959183673469385,-1.5041026652228575,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
1.8367346938775508,-1.526560587111142,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
1.8775510204081631,-1.5490634495150581,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
1.9183673469387754,-1.5716086294401157,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
1.9591836734693877,-1.5941936997338617,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
2.0,-1.616816411549219,0.08163265306122448,-0.08163265306122448,1.0,0.0,6,111111,0,1
0.0,-0.7687074829931964,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,0,1
0.04081632653061224,-0.7695394310425878,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,0,1
0.08163265306122448,-0.7720229396369681,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,0,1
0.12244897959183673,-0.7761218989487932,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,0,1
0.16326530612244897,-0.7817789675231013,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,0,1
0.2040816326530612,-0.7889193594608505,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,0,1
0.24489795918367346,-0.7974553301271086,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,0,1
0.2857142857142857,-0.8072908008935133,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,0,1
0.32653061224489793,-0.8183256583683682,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,0,1
0.36734693877551017,-0.8304594175709271,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,0,1
0.4081632653061224,-0.8435941003721761,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,0,1
0.44897959183673464,-0.8576363143629513,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,0,1
0.4897959183673469,-0.8724986075215595,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,0,1
0.5306122448979591,-0.8881002212782261,0.1020408163265306,-0.1020408163265306,1.0,0.0,6,111111,0,1
