,ground_J=0,-J_term,M^2,N,J,Delta,Ms,ground,index
601344,-2.0000000000000013,-8.0,1.0,8.0,1.0,0.8571428571428571,0.0,-10.000000000000002,11111111
601600,-3.7959183673469377,0.0,0.0,8.0,0.0,0.8979591836734693,1.0,-3.7959183673469377,01010101
601856,-3.7959183673469385,0.16326530612244894,0.0,8.0,0.020408163265306117,0.8979591836734693,1.0,-3.6326530612244894,10101010
602112,-3.79591836734694,0.32653061224489793,0.0,8.0,0.040816326530612235,0.8979591836734693,1.0,-3.469387755102042,10101010
602368,-3.4207412017756367,-0.0,0.25,8.0,0.061224489795918366,0.8979591836734693,0.25,-3.4207412017756367,01010000
602624,-3.4207412017756376,-0.0,0.25,8.0,0.08163265306122447,0.8979591836734693,0.25,-3.4207412017756376,10111110
602880,-3.0725113483115085,-0.4081632653061224,0.5625,8.0,0.1020408163265306,0.8979591836734693,0.0625,-3.4806746136176305,10111111
603136,-3.072511348311508,-0.4897959183673469,0.5625,8.0,0.12244897959183673,0.8979591836734693,0.0625,-3.5623072666788547,10000000
603392,-3.072511348311509,-0.5714285714285714,0.5625,8.0,0.14285714285714285,0.8979591836734693,0.0625,-3.64393991974008,01000000
603648,-3.0725113483115085,-0.6530612244897959,0.5625,8.0,0.16326530612244894,0.8979591836734693,0.0625,-3.725572572801304,10000000
603904,-3.0725113483115085,-0.7346938775510203,0.5625,8.0,0.18367346938775508,0.8979591836734693,0.0625,-3.807205225862528,00000100
604162,-3.0725113483115067,-0.8163265306122448,0.5625,8.0,0.2040816326530612,0.8979591836734693,0.0625,-3.888837878923752,11111101
604416,-3.072511348311507,-0.8979591836734693,0.5625,8.0,0.22448979591836726,0.8979591836734693,0.0625,-3.9704705319849767,10000000
604672,-3.0725113483115085,-0.979591836734694,0.5625,8.0,0.24489795918367346,0.8979591836734693,0.0625,-4.052103185046202,01111111
604928,-3.0725113483115063,-1.0612244897959182,0.5625,8.0,0.26530612244897955,0.8979591836734693,0.0625,-4.133735838107425,10000000
605184,-2.000000000000001,-2.2857142857142856,1.0,8.0,0.2857142857142857,0.8979591836734693,0.0,-4.285714285714287,00000000
605440,-1.9999999999999991,-2.4489795918367343,1.0,8.0,0.3061224489795918,0.8979591836734693,0.0,-4.448979591836733,11111111
605696,-2.0,-2.6122448979591835,1.0,8.0,0.32653061224489793,0.8979591836734693,0.0,-4.612244897959183,11111111
605952,-2.000000000000001,-2.7755102040816326,1.0,8.0,0.3469387755102041,0.8979591836734693,0.0,-4.775510204081634,11111111
606208,-2.0000000000000004,-2.9387755102040813,1.0,8.0,0.36734693877551017,0.8979591836734693,0.0,-4.938775510204081,11111111
606464,-2.000000000000001,-3.1020408163265305,1.0,8.0,0.3877551020408163,0.8979591836734693,0.0,-5.102040816326531,11111111
606720,-2.0000000000000004,-3.2653061224489783,1.0,8.0,0.4081632653061224,0.8979591836734693,0.0,-5.2653061224489806,11111111
606976,-2.000000000000001,-3.4285714285714284,1.0,8.0,0.42857142857142855,0.8979591836734693,0.0,-5.428571428571429,00000000
607232,-2.0000000000000004,-3.591836734693877,1.0,8.0,0.4489795918367345,0.8979591836734693,0.0,-5.591836734693878,11111111
607488,-2.0,-3.7551020408163263,1.0,8.0,0.4693877551020408,0.8979591836734693,0.0,-5.755102040816326,11111111
607744,-2.0000000000000018,-3.918367346938776,1.0,8.0,0.4897959183673469,0.8979591836734693,0.0,-5.918367346938777,11111111
608000,-2.000000000000002,-4.081632653061225,1.0,8.0,0.5102040816326531,0.8979591836734693,0.0,-6.081632653061228,11111111
608256,-2.0000000000000004,-4.244897959183673,1.0,8.0,0.5306122448979591,0.8979591836734693,0.0,-6.244897959183673,11111111
608512,-2.0000000000000004,-4.408163265306122,1.0,8.0,0.5510204081632653,0.8979591836734693,0.0,-6.408163265306122,11111111
608768,-2.0,-4.571428571428571,1.0,8.0,0.5714285714285714,0.8979591836734693,0.0,-6.571428571428571,11111111
609024,-2.0000000000000013,-4.7346938775510194,1.0,8.0,0.5918367346938775,0.8979591836734693,0.0,-6.734693877551023,00000000
609280,-2.0,-4.897959183673469,1.0,8.0,0.6122448979591836,0.8979591836734693,0.0,-6.897959183673469,11111111
609536,-2.0,-5.061224489795918,1.0,8.0,0.6326530612244897,0.8979591836734693,0.0,-7.061224489795919,11111111
609792,-2.0000000000000004,-5.224489795918367,1.0,8.0,0.6530612244897959,0.8979591836734693,0.0,-7.224489795918367,11111111
610048,-2.0,-5.387755102040817,1.0,8.0,0.6734693877551021,0.8979591836734693,0.0,-7.387755102040817,00000000
610304,-2.0000000000000004,-5.551020408163265,1.0,8.0,0.6938775510204082,0.8979591836734693,0.0,-7.551020408163266,11111111
610560,-2.000000000000001,-5.7142857142857135,1.0,8.0,0.7142857142857142,0.8979591836734693,0.0,-7.7142857142857135,00000000
610816,-2.0,-5.877551020408162,1.0,8.0,0.7346938775510203,0.8979591836734693,0.0,-7.877551020408162,11111111
611072,-2.000000000000001,-6.040816326530613,1.0,8.0,0.7551020408163265,0.8979591836734693,0.0,-8.040816326530612,11111111
611328,-2.0000000000000013,-6.204081632653061,1.0,8.0,0.7755102040816326,0.8979591836734693,0.0,-8.204081632653063,11111111
611584,-2.0000000000000013,-6.367346938775508,1.0,8.0,0.7959183673469387,0.8979591836734693,0.0,-8.36734693877551,11111111
611840,-2.0,-6.530612244897957,1.0,8.0,0.8163265306122448,0.8979591836734693,0.0,-8.530612244897961,00000000
612096,-2.0,-6.693877551020408,1.0,8.0,0.836734693877551,0.8979591836734693,0.0,-8.693877551020408,11111111
612352,-2.0000000000000004,-6.857142857142858,1.0,8.0,0.8571428571428571,0.8979591836734693,0.0,-8.857142857142858,11111111
612608,-2.0000000000000018,-7.020408163265307,1.0,8.0,0.8775510204081632,0.8979591836734693,0.0,-9.020408163265307,11111111
612864,-2.000000000000001,-7.183673469387754,1.0,8.0,0.8979591836734693,0.8979591836734693,0.0,-9.183673469387756,00000000
613120,-2.0000000000000013,-7.3469387755102025,1.0,8.0,0.9183673469387754,0.8979591836734693,0.0,-9.346938775510203,11111111
613376,-2.000000000000001,-7.5102040816326525,1.0,8.0,0.9387755102040816,0.8979591836734693,0.0,-9.510204081632654,11111111
613632,-2.0,-7.6734693877551035,1.0,8.0,0.9591836734693876,0.8979591836734693,0.0,-9.673469387755102,11111111
613888,-2.0000000000000018,-7.83673469387755,1.0,8.0,0.979591836734694,0.8979591836734693,0.0,-9.836734693877553,11111111
614144,-2.0,-8.0,1.0,8.0,1.0,0.8979591836734693,0.0,-10.0,11111111
614400,-3.877551020408164,0.0,0.0,8.0,0.0,0.9387755102040816,1.0,-3.877551020408164,01010101
614656,-3.877551020408163,0.16326530612244894,0.0,8.0,0.020408163265306117,0.9387755102040816,1.0,-3.714285714285714,10101010
614912,-3.8775510204081662,0.32653061224489793,0.0,8.0,0.040816326530612235,0.9387755102040816,1.0,-3.551020408163268,01010101
615168,-3.4938122286531366,-0.0,0.25,8.0,0.061224489795918366,0.9387755102040816,0.25,-3.4938122286531366,10101111
615424,-3.493812228653137,-0.0,0.25,8.0,0.08163265306122447,0.9387755102040816,0.25,-3.493812228653137,10101111
615680,-3.1375456711526586,-0.4081632653061224,0.5625,8.0,0.1020408163265306,0.9387755102040816,0.0625,-3.5457089364587815,00000001
615936,-3.1375456711526586,-0.4897959183673469,0.5625,8.0,0.12244897959183673,0.9387755102040816,0.0625,-3.627341589520005,00001000
616192,-3.1375456711526586,-0.5714285714285714,0.5625,8.0,0.14285714285714285,0.9387755102040816,0.0625,-3.7089742425812298,10111111
616448,-3.1375456711526577,-0.6530612244897959,0.5625,8.0,0.16326530612244894,0.9387755102040816,0.0625,-3.7906068956424535,00000100
616704,-3.1375456711526586,-0.7346938775510203,0.5625,8.0,0.18367346938775508,0.9387755102040816,0.0625,-3.8722395487036794,10000000
616960,-3.1375456711526586,-0.8163265306122448,0.5625,8.0,0.2040816326530612,0.9387755102040816,0.0625,-3.9538722017649035,01000000
617216,-3.1375456711526586,-0.8979591836734693,0.5625,8.0,0.22448979591836726,0.9387755102040816,0.0625,-4.035504854826128,00000001
617472,-3.1375456711526586,-0.979591836734694,0.5625,8.0,0.24489795918367346,0.9387755102040816,0.0625,-4.117137507887353,11111011
617728,-3.1375456711526586,-1.0612244897959182,0.5625,8.0,0.26530612244897955,0.9387755102040816,0.0625,-4.198770160948577,01111111
617984,-2.0000000000000004,-2.2857142857142856,1.0,8.0,0.2857142857142857,0.9387755102040816,0.0,-4.285714285714287,11111111
618240,-2.000000000000001,-2.4489795918367343,1.0,8.0,0.3061224489795918,0.9387755102040816,0.0,-4.4489795918367365,11111111
618496,-2.0000000000000013,-2.6122448979591835,1.0,8.0,0.32653061224489793,0.9387755102040816,0.0,-4.612244897959185,11111111
618752,-2.000000000000001,-2.7755102040816326,1.0,8.0,0.3469387755102041,0.9387755102040816,0.0,-4.775510204081634,11111111
619008,-2.0,-2.9387755102040813,1.0,8.0,0.36734693877551017,0.9387755102040816,0.0,-4.938775510204081,11111111
619264,-2.0,-3.1020408163265305,1.0,8.0,0.3877551020408163,0.9387755102040816,0.0,-5.1020408163265305,11111111
619520,-2.0,-3.2653061224489783,1.0,8.0,0.4081632653061224,0.9387755102040816,0.0,-5.2653061224489806,00000000
619776,-2.0,-3.4285714285714284,1.0,8.0,0.42857142857142855,0.9387755102040816,0.0,-5.428571428571429,11111111
620032,-2.0000000000000013,-3.591836734693877,1.0,8.0,0.4489795918367345,0.9387755102040816,0.0,-5.591836734693878,11111111
620288,-2.000000000000002,-3.7551020408163263,1.0,8.0,0.4693877551020408,0.9387755102040816,0.0,-5.755102040816329,00000000
620544,-2.0000000000000018,-3.918367346938776,1.0,8.0,0.4897959183673469,0.9387755102040816,0.0,-5.918367346938777,11111111
620800,-2.0000000000000013,-4.081632653061225,1.0,8.0,0.5102040816326531,0.9387755102040816,0.0,-6.0816326530612255,00000000
621056,-2.000000000000004,-4.244897959183673,1.0,8.0,0.5306122448979591,0.9387755102040816,0.0,-6.244897959183676,00000000
621312,-2.000000000000001,-4.408163265306122,1.0,8.0,0.5510204081632653,0.9387755102040816,0.0,-6.408163265306122,00000000
621568,-2.0000000000000018,-4.571428571428571,1.0,8.0,0.5714285714285714,0.9387755102040816,0.0,-6.571428571428572,00000000
621824,-2.0,-4.7346938775510194,1.0,8.0,0.5918367346938775,0.9387755102040816,0.0,-6.7346938775510194,00000000
622080,-2.000000000000001,-4.897959183673469,1.0,8.0,0.6122448979591836,0.9387755102040816,0.0,-6.8979591836734695,11111111
622336,-2.000000000000001,-5.061224489795918,1.0,8.0,0.6326530612244897,0.9387755102040816,0.0,-7.061224489795919,11111111
622592,-2.0000000000000018,-5.224489795918367,1.0,8.0,0.6530612244897959,0.9387755102040816,0.0,-7.22448979591837,11111111
622848,-2.000000000000001,-5.387755102040817,1.0,8.0,0.6734693877551021,0.9387755102040816,0.0,-7.387755102040818,11111111
623104,-2.0000000000000018,-5.551020408163265,1.0,8.0,0.6938775510204082,0.9387755102040816,0.0,-7.551020408163267,11111111
623360,-2.0,-5.7142857142857135,1.0,8.0,0.7142857142857142,0.9387755102040816,0.0,-7.7142857142857135,11111111
623616,-2.000000000000001,-5.877551020408162,1.0,8.0,0.7346938775510203,0.9387755102040816,0.0,-7.8775510204081645,00000000
623872,-2.0000000000000004,-6.040816326530613,1.0,8.0,0.7551020408163265,0.9387755102040816,0.0,-8.040816326530612,11111111
624128,-2.0,-6.204081632653061,1.0,8.0,0.7755102040816326,0.9387755102040816,0.0,-8.204081632653061,11111111
624384,-2.0,-6.367346938775508,1.0,8.0,0.7959183673469387,0.9387755102040816,0.0,-8.367346938775508,11111111
624640,-2.0,-6.530612244897957,1.0,8.0,0.8163265306122448,0.9387755102040816,0.0,-8.530612244897958,11111111
624896,-2.0,-6.693877551020408,1.0,8.0,0.836734693877551,0.9387755102040816,0.0,-8.693877551020408,11111111
625152,-2.0000000000000004,-6.857142857142858,1.0,8.0,0.8571428571428571,0.9387755102040816,0.0,-8.857142857142858,11111111
625408,-2.000000000000004,-7.020408163265307,1.0,8.0,0.8775510204081632,0.9387755102040816,0.0,-9.020408163265307,11111111
625664,-2.000000000000001,-7.183673469387754,1.0,8.0,0.8979591836734693,0.9387755102040816,0.0,-9.183673469387756,11111111
625920,-2.0000000000000004,-7.3469387755102025,1.0,8.0,0.9183673469387754,0.9387755102040816,0.0,-9.346938775510203,11111111
626176,-2.0000000000000013,-7.5102040816326525,1.0,8.0,0.9387755102040816,0.9387755102040816,0.0,-9.510204081632654,11111111
626432,-2.0000000000000004,-7.6734693877551035,1.0,8.0,0.9591836734693876,0.9387755102040816,0.0,-9.673469387755102,11111111
626688,-2.000000000000001,-7.83673469387755,1.0,8.0,0.979591836734694,0.9387755102040816,0.0,-9.836734693877553,00000000
626944,-2.000000000000001,-8.0,1.0,8.0,1.0,0.9387755102040816,0.0,-10.0,11111111
627201,-3.959183673469388,0.0,0.0,8.0,0.0,0.979591836734694,1.0,-3.959183673469388,10101010
627456,-3.9591836734693886,0.16326530612244894,0.0,8.0,0.020408163265306117,0.979591836734694,1.0,-3.795918367346939,10101010
627712,-3.9591836734693855,0.32653061224489793,0.0,8.0,0.040816326530612235,0.979591836734694,1.0,-3.632653061224489,10101010
627968,-3.5671294563363505,-0.0,0.25,8.0,0.061224489795918366,0.979591836734694,0.25,-3.5671294563363505,11110101
628224,-3.5671294563363487,-0.0,0.25,8.0,0.08163265306122447,0.979591836734694,0.25,-3.5671294563363487,10111110
628480,-3.2031052579956705,-0.4081632653061224,0.5625,8.0,0.1020408163265306,0.979591836734694,0.0625,-3.611268523301793,00000100
628736,-3.203105257995672,-0.4897959183673469,0.5625,8.0,0.12244897959183673,0.979591836734694,0.0625,-3.692901176363018,10000000
628992,-3.203105257995672,-0.5714285714285714,0.5625,8.0,0.14285714285714285,0.979591836734694,0.0625,-3.774533829424243,11111011
629248,-3.203105257995672,-0.6530612244897959,0.5625,8.0,0.16326530612244894,0.979591836734694,0.0625,-3.8561664824854667,10111111
629504,-3.203105257995672,-0.7346938775510203,0.5625,8.0,0.18367346938775508,0.979591836734694,0.0625,-3.937799135546692,00000100
629760,-3.203105257995672,-0.8163265306122448,0.5625,8.0,0.2040816326530612,0.979591836734694,0.0625,-4.019431788607916,10000000
630016,-3.2031052579956736,-0.8979591836734693,0.5625,8.0,0.22448979591836726,0.979591836734694,0.0625,-4.101064441669143,00100000
630272,-3.2031052579956723,-0.979591836734694,0.5625,8.0,0.24489795918367346,0.979591836734694,0.0625,-4.182697094730367,11011111
630528,-3.2031052579956727,-1.0612244897959182,0.5625,8.0,0.26530612244897955,0.979591836734694,0.0625,-4.264329747791591,10000000
630784,-3.203105257995672,-1.1428571428571428,0.5625,8.0,0.2857142857142857,0.979591836734694,0.0625,-4.345962400852814,00001000
631040,-2.000000000000001,-2.4489795918367343,1.0,8.0,0.3061224489795918,0.979591836734694,0.0,-4.4489795918367365,11111111
631296,-2.000000000000001,-2.6122448979591835,1.0,8.0,0.32653061224489793,0.979591836734694,0.0,-4.612244897959185,11111111
631552,-2.000000000000001,-2.7755102040816326,1.0,8.0,0.3469387755102041,0.979591836734694,0.0,-4.775510204081634,00000000
631808,-2.000000000000001,-2.9387755102040813,1.0,8.0,0.36734693877551017,0.979591836734694,0.0,-4.938775510204082,11111111
632064,-2.000000000000001,-3.1020408163265305,1.0,8.0,0.3877551020408163,0.979591836734694,0.0,-5.102040816326531,00000000
632320,-2.0000000000000004,-3.2653061224489783,1.0,8.0,0.4081632653061224,0.979591836734694,0.0,-5.2653061224489806,11111111
632576,-2.0,-3.4285714285714284,1.0,8.0,0.42857142857142855,0.979591836734694,0.0,-5.428571428571428,11111111
632832,-2.0000000000000004,-3.591836734693877,1.0,8.0,0.4489795918367345,0.979591836734694,0.0,-5.591836734693878,00000000
633088,-2.000000000000001,-3.7551020408163263,1.0,8.0,0.4693877551020408,0.979591836734694,0.0,-5.755102040816327,11111111
633344,-2.0000000000000004,-3.918367346938776,1.0,8.0,0.4897959183673469,0.979591836734694,0.0,-5.918367346938775,11111111
633600,-2.0000000000000018,-4.081632653061225,1.0,8.0,0.5102040816326531,0.979591836734694,0.0,-6.081632653061226,11111111
633856,-2.0000000000000018,-4.244897959183673,1.0,8.0,0.5306122448979591,0.979591836734694,0.0,-6.244897959183675,00000000
634112,-2.0000000000000004,-4.408163265306122,1.0,8.0,0.5510204081632653,0.979591836734694,0.0,-6.408163265306122,11111111
634368,-2.0,-4.571428571428571,1.0,8.0,0.5714285714285714,0.979591836734694,0.0,-6.571428571428571,11111111
634624,-2.000000000000001,-4.7346938775510194,1.0,8.0,0.5918367346938775,0.979591836734694,0.0,-6.734693877551021,11111111
634880,-2.000000000000001,-4.897959183673469,1.0,8.0,0.6122448979591836,0.979591836734694,0.0,-6.8979591836734695,11111111
635136,-2.000000000000002,-5.061224489795918,1.0,8.0,0.6326530612244897,0.979591836734694,0.0,-7.0612244897959195,11111111
635392,-2.000000000000001,-5.224489795918367,1.0,8.0,0.6530612244897959,0.979591836734694,0.0,-7.224489795918367,11111111
635648,-2.0000000000000004,-5.387755102040817,1.0,8.0,0.6734693877551021,0.979591836734694,0.0,-7.387755102040818,11111111
635904,-2.0000000000000004,-5.551020408163265,1.0,8.0,0.6938775510204082,0.979591836734694,0.0,-7.551020408163266,11111111
636160,-2.0000000000000013,-5.7142857142857135,1.0,8.0,0.7142857142857142,0.979591836734694,0.0,-7.714285714285714,11111111
636416,-2.000000000000004,-5.877551020408162,1.0,8.0,0.7346938775510203,0.979591836734694,0.0,-7.877551020408165,00000000
636672,-2.000000000000001,-6.040816326530613,1.0,8.0,0.7551020408163265,0.979591836734694,0.0,-8.040816326530612,11111111
636928,-2.000000000000001,-6.204081632653061,1.0,8.0,0.7755102040816326,0.979591836734694,0.0,-8.204081632653061,11111111
637184,-2.0000000000000013,-6.367346938775508,1.0,8.0,0.7959183673469387,0.979591836734694,0.0,-8.36734693877551,11111111
637440,-2.000000000000003,-6.530612244897957,1.0,8.0,0.8163265306122448,0.979591836734694,0.0,-8.530612244897961,11111111
637696,-2.000000000000001,-6.693877551020408,1.0,8.0,0.836734693877551,0.979591836734694,0.0,-8.693877551020408,11111111
637952,-2.0,-6.857142857142858,1.0,8.0,0.8571428571428571,0.979591836734694,0.0,-8.857142857142858,11111111
638208,-2.000000000000001,-7.020408163265307,1.0,8.0,0.8775510204081632,0.979591836734694,0.0,-9.020408163265307,11111111
638464,-2.0,-7.183673469387754,1.0,8.0,0.8979591836734693,0.979591836734694,0.0,-9.183673469387754,11111111
638720,-2.0,-7.3469387755102025,1.0,8.0,0.9183673469387754,0.979591836734694,0.0,-9.346938775510203,11111111
638976,-2.0000000000000004,-7.5102040816326525,1.0,8.0,0.9387755102040816,0.979591836734694,0.0,-9.510204081632653,11111111
639232,-1.9999999999999996,-7.6734693877551035,1.0,8.0,0.9591836734693876,0.979591836734694,0.0,-9.673469387755102,11111111
639488,-2.0000000000000004,-7.83673469387755,1.0,8.0,0.979591836734694,0.979591836734694,0.0,-9.83673469387755,11111111
639744,-2.0000000000000018,-8.0,1.0,8.0,1.0,0.979591836734694,0.0,-10.000000000000002,11111111
640000,-4.040816326530612,0.0,0.0,8.0,0.0,1.020408163265306,1.0,-4.040816326530612,01010101
640256,-4.040816326530614,0.16326530612244894,0.0,8.0,0.020408163265306117,1.020408163265306,1.0,-3.877551020408164,10101010
640512,-4.040816326530614,0.32653061224489793,0.0,8.0,0.040816326530612235,1.020408163265306,1.0,-3.7142857142857144,01010101
640768,-3.640677365106465,-0.0,0.25,8.0,0.061224489795918366,1.020408163265306,0.25,-3.640677365106465,01000001
641024,-3.6406773651064657,-0.0,0.25,8.0,0.08163265306122447,1.020408163265306,0.25,-3.6406773651064657,11101011
641280,-3.2691458379006235,-0.4081632653061224,0.5625,8.0,0.1020408163265306,1.020408163265306,0.0625,-3.6773091032067455,11110111
641538,-3.2691458379006217,-0.4897959183673469,0.5625,8.0,0.12244897959183673,1.020408163265306,0.0625,-3.7589417562679692,11111011
641792,-3.2691458379006217,-0.5714285714285714,0.5625,8.0,0.14285714285714285,1.020408163265306,0.0625,-3.8405744093291934,01000000
642048,-3.2691458379006217,-0.6530612244897959,0.5625,8.0,0.16326530612244894,1.020408163265306,0.0625,-3.9222070623904175,11101111
642304,-3.269145837900622,-0.7346938775510203,0.5625,8.0,0.18367346938775508,1.020408163265306,0.0625,-4.003839715451643,00010000
642560,-3.2691458379006235,-0.8163265306122448,0.5625,8.0,0.2040816326530612,1.020408163265306,0.0625,-4.085472368512868,00000010
642816,-3.269145837900622,-0.8979591836734693,0.5625,8.0,0.22448979591836726,1.020408163265306,0.0625,-4.167105021574092,00000001
643072,-3.2691458379006217,-0.979591836734694,0.5625,8.0,0.24489795918367346,1.020408163265306,0.0625,-4.248737674635316,11111101
643328,-3.269145837900623,-1.0612244897959182,0.5625,8.0,0.26530612244897955,1.020408163265306,0.0625,-4.330370327696541,00000010
643584,-3.269145837900622,-1.1428571428571428,0.5625,8.0,0.2857142857142857,1.020408163265306,0.0625,-4.412002980757767,00000100
643840,-3.2691458379006244,-1.2244897959183672,0.5625,8.0,0.3061224489795918,1.020408163265306,0.0625,-4.493635633818991,00000010
644096,-2.040816326530613,-2.6122448979591835,1.0,8.0,0.32653061224489793,1.020408163265306,0.0,-4.653061224489797,11111111
644352,-2.0408163265306136,-2.7755102040816326,1.0,8.0,0.3469387755102041,1.020408163265306,0.0,-4.816326530612246,00000000
644608,-2.0408163265306145,-2.9387755102040813,1.0,8.0,0.36734693877551017,1.020408163265306,0.0,-4.979591836734696,11111111
644864,-2.0408163265306123,-3.1020408163265305,1.0,8.0,0.3877551020408163,1.020408163265306,0.0,-5.1428571428571415,11111111
645120,-2.0408163265306136,-3.2653061224489783,1.0,8.0,0.4081632653061224,1.020408163265306,0.0,-5.306122448979593,11111111
645376,-2.0408163265306145,-3.4285714285714284,1.0,8.0,0.42857142857142855,1.020408163265306,0.0,-5.469387755102042,00000000
645632,-2.0408163265306123,-3.591836734693877,1.0,8.0,0.4489795918367345,1.020408163265306,0.0,-5.632653061224491,11111111
645888,-2.0408163265306127,-3.7551020408163263,1.0,8.0,0.4693877551020408,1.020408163265306,0.0,-5.795918367346939,11111111
646144,-2.040816326530614,-3.918367346938776,1.0,8.0,0.4897959183673469,1.020408163265306,0.0,-5.95918367346939,00000000
646400,-2.0408163265306123,-4.081632653061225,1.0,8.0,0.5102040816326531,1.020408163265306,0.0,-6.122448979591838,11111111
646656,-2.0408163265306136,-4.244897959183673,1.0,8.0,0.5306122448979591,1.020408163265306,0.0,-6.285714285714287,00000000
646912,-2.040816326530614,-4.408163265306122,1.0,8.0,0.5510204081632653,1.020408163265306,0.0,-6.4489795918367365,11111111
647168,-2.0408163265306127,-4.571428571428571,1.0,8.0,0.5714285714285714,1.020408163265306,0.0,-6.612244897959183,11111111
647424,-2.040816326530614,-4.7346938775510194,1.0,8.0,0.5918367346938775,1.020408163265306,0.0,-6.775510204081634,11111111
647680,-2.0408163265306145,-4.897959183673469,1.0,8.0,0.6122448979591836,1.020408163265306,0.0,-6.938775510204081,11111111
647936,-2.0408163265306127,-5.061224489795918,1.0,8.0,0.6326530612244897,1.020408163265306,0.0,-7.1020408163265305,11111111
648193,-2.040816326530613,-5.224489795918367,1.0,8.0,0.6530612244897959,1.020408163265306,0.0,-7.2653061224489806,11111111
648448,-2.0408163265306145,-5.387755102040817,1.0,8.0,0.6734693877551021,1.020408163265306,0.0,-7.4285714285714315,00000000
648704,-2.0408163265306127,-5.551020408163265,1.0,8.0,0.6938775510204082,1.020408163265306,0.0,-7.591836734693878,11111111
648960,-2.040816326530613,-5.7142857142857135,1.0,8.0,0.7142857142857142,1.020408163265306,0.0,-7.755102040816327,11111111
649216,-2.0408163265306127,-5.877551020408162,1.0,8.0,0.7346938775510203,1.020408163265306,0.0,-7.918367346938775,11111111
649472,-2.0408163265306136,-6.040816326530613,1.0,8.0,0.7551020408163265,1.020408163265306,0.0,-8.081632653061224,11111111
649728,-2.0408163265306127,-6.204081632653061,1.0,8.0,0.7755102040816326,1.020408163265306,0.0,-8.244897959183675,00000000
649984,-2.040816326530614,-6.367346938775508,1.0,8.0,0.7959183673469387,1.020408163265306,0.0,-8.408163265306124,00000000
650240,-2.040816326530613,-6.530612244897957,1.0,8.0,0.8163265306122448,1.020408163265306,0.0,-8.571428571428571,11111111
650496,-2.0408163265306127,-6.693877551020408,1.0,8.0,0.836734693877551,1.020408163265306,0.0,-8.734693877551019,00000000
650752,-2.0408163265306145,-6.857142857142858,1.0,8.0,0.8571428571428571,1.020408163265306,0.0,-8.897959183673471,11111111
651008,-2.040816326530616,-7.020408163265307,1.0,8.0,0.8775510204081632,1.020408163265306,0.0,-9.061224489795922,00000000
651264,-2.0408163265306127,-7.183673469387754,1.0,8.0,0.8979591836734693,1.020408163265306,0.0,-9.224489795918366,11111111
651520,-2.0408163265306136,-7.3469387755102025,1.0,8.0,0.9183673469387754,1.020408163265306,0.0,-9.387755102040817,11111111
651776,-2.0408163265306136,-7.5102040816326525,1.0,8.0,0.9387755102040816,1.020408163265306,0.0,-9.551020408163266,11111111
652032,-2.0408163265306136,-7.6734693877551035,1.0,8.0,0.9591836734693876,1.020408163265306,0.0,-9.714285714285717,00000000
652288,-2.0408163265306127,-7.83673469387755,1.0,8.0,0.979591836734694,1.020408163265306,0.0,-9.877551020408164,11111111
652544,-2.0408163265306136,-8.0,1.0,8.0,1.0,1.020408163265306,0.0,-10.040816326530612,11111111
652800,-4.122448979591839,0.0,0.0,8.0,0.0,1.0612244897959182,1.0,-4.122448979591839,10101010
653056,-4.122448979591836,0.16326530612244894,0.0,8.0,0.020408163265306117,1.0612244897959182,1.0,-3.9591836734693873,01010101
653312,-4.122448979591836,0.32653061224489793,0.0,8.0,0.040816326530612235,1.0612244897959182,1.0,-3.7959183673469377,01010101
653568,-3.7144422379824142,-0.0,0.25,8.0,0.061224489795918366,1.0612244897959182,0.25,-3.7144422379824142,01010000
653824,-3.714442237982414,-0.0,0.25,8.0,0.08163265306122447,1.0612244897959182,0.25,-3.714442237982414,01010000
654080,-3.33562835754666,-0.4081632653061224,0.5625,8.0,0.1020408163265306,1.0612244897959182,0.0625,-3.743791622852783,01111111
654336,-3.3356283575466628,-0.4897959183673469,0.5625,8.0,0.12244897959183673,1.0612244897959182,0.0625,-3.82542427591401,00000100
654592,-3.335628357546661,-0.5714285714285714,0.5625,8.0,0.14285714285714285,1.0612244897959182,0.0625,-3.9070569289752326,00010000
654848,-3.33562835754666,-0.6530612244897959,0.5625,8.0,0.16326530612244894,1.0612244897959182,0.0625,-3.988689582036456,11110111
655104,-3.33562835754666,-0.7346938775510203,0.5625,8.0,0.18367346938775508,1.0612244897959182,0.0625,-4.070322235097681,11101111
655360,-3.335628357546662,-0.8163265306122448,0.5625,8.0,0.2040816326530612,1.0612244897959182,0.0625,-4.151954888158906,11011111
655616,-3.3356283575466605,-0.8979591836734693,0.5625,8.0,0.22448979591836726,1.0612244897959182,0.0625,-4.23358754122013,01111111
655872,-3.33562835754666,-0.979591836734694,0.5625,8.0,0.24489795918367346,1.0612244897959182,0.0625,-4.315220194281354,10000000
656128,-3.3356283575466605,-1.0612244897959182,0.5625,8.0,0.26530612244897955,1.0612244897959182,0.0625,-4.396852847342579,11110111
656384,-3.33562835754666,-1.1428571428571428,0.5625,8.0,0.2857142857142857,1.0612244897959182,0.0625,-4.478485500403803,00000010
656640,-2.122448979591838,-2.4489795918367343,1.0,8.0,0.3061224489795918,1.0612244897959182,0.0,-4.571428571428573,11111111
656896,-2.1224489795918364,-2.6122448979591835,1.0,8.0,0.32653061224489793,1.0612244897959182,0.0,-4.7346938775510194,11111111
