Delta,E0_N,E_N,J,M^2,Ms^2,N,O^2,computeM^2_time (s),diagonalization_time (s),h,identity,matrix_build_time (s),t,total_time (s)
0.24452856455356276,-1.5171124767524165,-1.5171124767524165,0.7346407797173953,0.883928666742464,0.019827935266102867,6,3.200344399324858,0.025585174560546875,0.05007028579711914,0.501698003446625,0.883928666742464,0.03376007080078125,1,0.10941553115844727
