Delta,E0_N,E_N,J,M^2,Ms^2,N,O^2,computeM^2_time (s),diagonalization_time (s),h,identity,matrix_build_time (s),t,total_time (s)
0.24452856455356276,-1.5171124767524165,-1.5171124767524165,0.7346407797173953,0.883928666742464,0.019827935266102867,6,3.200344399324858,0.025585174560546875,0.05007028579711914,0.501698003446625,0.883928666742464,0.03376007080078125,1,0.10941553115844727
0.5304422838199546,-1.4088393636188339,-1.4088393636188339,0.282714736331521,0.3231587204683081,0.09710383548520199,7,3.1075223066549653,0.04454350471496582,0.08904123306274414,0.6930081788378432,0.3231587204683081,0.1561882495880127,1,0.28977298736572266
0.5724357421467108,-1.4950282607103984,-1.4950282607103984,0.60126412617971,0.8737613886731965,0.01599033866859642,8,5.53505793068246,0.1291370391845703,0.4956398010253906,0.5093421145409301,0.5979689533729249,0.4732222557067871,1,1.097999095916748
0.23489158920021913,-1.6476863892411677,-1.6476863892411677,0.9585376698438317,0.9902536164184983,0.013416217802612877,9,5.7127826037463,0.4439890384674072,2.9412293434143066,0.2056656179633224,0.9902536164183323,2.170090913772583,1,5.555309295654297
0.4225905781594167,-1.5999554163856924,-1.5999554163856924,0.324966772030463,0.17623853899707892,0.06833597887518798,10,5.330479090242113,1.416114091873169,12.324418306350708,0.9023847318535175,0.17623853899707892,11.863658666610718,1,25.604191064834595
